IP,NAMESERVER,Query time,Msg size,Actual Frequency [%],Max msg size,min msg size,avg msg size
106.11.141.116,dns10.hichina.com,252msec,202,0.620563355716499,,,
140.205.41.26,dns10.hichina.com,230msec,202,0.620650562483744,,,
140.205.41.16,dns10.hichina.com,264msec,202,0.620737769250989,,,
140.205.81.26,dns10.hichina.com,322msec,202,0.620824976018234,,,
140.205.81.16,dns10.hichina.com,257msec,202,0.62091218278548,,,
106.11.211.68,dns22.hichina.com,309msec,202,0.620999389552725,,,
106.11.211.58,dns22.hichina.com,279msec,202,0.62108659631997,,,
106.11.141.128,dns22.hichina.com,272msec,202,0.621173803087215,,,
106.11.141.118,dns22.hichina.com,348msec,202,0.62126100985446,,,
140.205.41.28,dns22.hichina.com,252msec,202,0.621348216621705,,,
140.205.41.18,dns22.hichina.com,323msec,202,0.621435423388951,,,
140.205.81.28,dns22.hichina.com,348msec,202,0.621522630156196,,,
140.205.81.18,dns22.hichina.com,249msec,202,0.621609836923441,,,
106.11.211.67,dns21.hichina.com,337msec,202,0.621697043690686,,,
106.11.211.57,dns21.hichina.com,341msec,202,0.621784250457931,,,
106.11.141.127,dns21.hichina.com,294msec,202,0.621871457225176,,,
106.11.141.117,dns21.hichina.com,299msec,202,0.621958663992421,,,
140.205.41.27,dns21.hichina.com,253msec,202,0.622045870759667,,,
140.205.41.17,dns21.hichina.com,239msec,202,0.622133077526912,,,
140.205.81.27,dns21.hichina.com,284msec,202,0.622220284294157,,,
140.205.81.17,dns21.hichina.com,250msec,202,0.622307491061402,,,
106.11.211.68,dns20.hichina.com,346msec,202,0.622394697828647,,,
106.11.211.58,dns20.hichina.com,347msec,202,0.622481904595893,,,
106.11.141.128,dns20.hichina.com,253msec,202,0.622569111363138,,,
106.11.141.118,dns20.hichina.com,341msec,202,0.622656318130383,,,
140.205.41.28,dns20.hichina.com,253msec,202,0.622743524897628,,,
140.205.41.18,dns20.hichina.com,238msec,202,0.622830731664873,,,
140.205.81.28,dns20.hichina.com,253msec,202,0.622917938432118,,,
140.205.81.18,dns20.hichina.com,337msec,202,0.623005145199363,,,
106.11.211.67,dns19.hichina.com,367msec,202,0.623092351966609,,,
106.11.211.57,dns19.hichina.com,284msec,202,0.623179558733854,,,
106.11.141.127,dns19.hichina.com,237msec,202,0.623266765501099,,,
106.11.141.117,dns19.hichina.com,247msec,202,0.623353972268344,,,
140.205.41.27,dns19.hichina.com,294msec,202,0.623441179035589,,,
140.205.41.17,dns19.hichina.com,334msec,202,0.623528385802834,,,
140.205.81.27,dns19.hichina.com,397msec,202,0.62361559257008,,,
140.205.81.17,dns19.hichina.com,375msec,202,0.623702799337325,,,
106.11.211.66,dns10.hichina.com,368msec,202,0.62379000610457,,,
106.11.211.56,dns10.hichina.com,357msec,202,0.623877212871815,,,
106.11.141.126,dns10.hichina.com,292msec,202,0.62396441963906,,,
140.205.41.26,dns10.hichina.com,237msec,202,0.624051626406305,,,
140.205.41.16,dns10.hichina.com,224msec,202,0.624138833173551,,,
140.205.81.26,dns10.hichina.com,320msec,202,0.624226039940796,,,
140.205.81.16,dns10.hichina.com,348msec,202,0.624313246708041,,,
106.11.211.66,dns10.hichina.com,357msec,202,0.624400453475286,,,
106.11.211.56,dns10.hichina.com,276msec,202,0.624487660242531,,,
106.11.141.116,dns10.hichina.com,319msec,202,0.624574867009776,,,
140.205.41.26,dns10.hichina.com,251msec,202,0.624662073777022,,,
140.205.41.16,dns10.hichina.com,318msec,202,0.624749280544267,,,
140.205.81.26,dns10.hichina.com,347msec,202,0.624836487311512,,,
140.205.81.16,dns10.hichina.com,348msec,202,0.624923694078757,,,
106.11.211.70,dns32.hichina.com,281msec,202,0.625010900846002,,,
106.11.211.60,dns32.hichina.com,301msec,202,0.625098107613247,,,
106.11.141.130,dns32.hichina.com,309msec,202,0.625185314380493,,,
106.11.141.120,dns32.hichina.com,339msec,202,0.625272521147738,,,
140.205.41.30,dns32.hichina.com,246msec,202,0.625359727914983,,,
140.205.41.20,dns32.hichina.com,245msec,202,0.625446934682228,,,
140.205.81.30,dns32.hichina.com,350msec,202,0.625534141449473,,,
140.205.81.20,dns32.hichina.com,287msec,202,0.625621348216718,,,
106.11.211.69,dns31.hichina.com,303msec,202,0.625708554983963,,,
106.11.211.59,dns31.hichina.com,277msec,202,0.625795761751209,,,
106.11.141.129,dns31.hichina.com,294msec,202,0.625882968518454,,,
106.11.141.119,dns31.hichina.com,294msec,202,0.625970175285699,,,
140.205.41.29,dns31.hichina.com,276msec,202,0.626057382052944,,,
140.205.41.19,dns31.hichina.com,334msec,202,0.626144588820189,,,
140.205.81.29,dns31.hichina.com,349msec,202,0.626231795587434,,,
140.205.81.19,dns31.hichina.com,346msec,202,0.62631900235468,,,
106.11.211.68,dns24.hichina.com,363msec,202,0.626406209121925,,,
106.11.211.58,dns24.hichina.com,337msec,202,0.62649341588917,,,
106.11.141.128,dns24.hichina.com,274msec,202,0.626580622656415,,,
106.11.141.118,dns24.hichina.com,344msec,202,0.62666782942366,,,
140.205.41.28,dns24.hichina.com,248msec,202,0.626755036190905,,,
140.205.41.18,dns24.hichina.com,358msec,202,0.626842242958151,,,
140.205.81.28,dns24.hichina.com,349msec,202,0.626929449725396,,,
140.205.81.18,dns24.hichina.com,261msec,202,0.627016656492641,,,
106.11.211.67,dns23.hichina.com,301msec,202,0.627103863259886,,,
106.11.211.57,dns23.hichina.com,348msec,202,0.627191070027131,,,
106.11.141.127,dns23.hichina.com,325msec,202,0.627278276794376,,,
106.11.141.117,dns23.hichina.com,347msec,202,0.627365483561622,,,
140.205.41.27,dns23.hichina.com,336msec,202,0.627452690328867,,,
140.205.41.17,dns23.hichina.com,349msec,202,0.627539897096112,,,
140.205.81.27,dns23.hichina.com,349msec,202,0.627627103863357,,,
140.205.81.17,dns23.hichina.com,289msec,202,0.627714310630602,,,
106.11.211.66,dns10.hichina.com,357msec,202,0.627801517397847,,,
106.11.211.56,dns10.hichina.com,350msec,202,0.627888724165093,,,
106.11.141.126,dns10.hichina.com,292msec,202,0.627975930932338,,,
106.11.141.116,dns10.hichina.com,363msec,202,0.628063137699583,,,
140.205.41.26,dns10.hichina.com,237msec,202,0.628150344466828,,,
140.205.41.16,dns10.hichina.com,279msec,202,0.628237551234073,,,
140.205.81.26,dns10.hichina.com,349msec,202,0.628324758001318,,,
140.205.81.16,dns10.hichina.com,326msec,202,0.628411964768564,,,
106.11.211.66,dns16.hichina.com,354msec,202,0.628499171535809,,,
106.11.211.56,dns16.hichina.com,354msec,202,0.628586378303054,,,
106.11.141.126,dns16.hichina.com,324msec,202,0.628673585070299,,,
106.11.141.116,dns16.hichina.com,349msec,202,0.628760791837544,,,
140.205.41.26,dns16.hichina.com,344msec,202,0.628847998604789,,,
140.205.41.16,dns16.hichina.com,349msec,202,0.628935205372034,,,
140.205.81.26,dns16.hichina.com,349msec,202,0.62902241213928,,,
140.205.81.16,dns16.hichina.com,285msec,202,0.629109618906525,,,
106.11.211.65,dns15.hichina.com,347msec,202,0.62919682567377,,,
106.11.211.55,dns15.hichina.com,339msec,202,0.629284032441015,,,
106.11.141.125,dns15.hichina.com,297msec,202,0.62937123920826,,,
106.11.141.115,dns15.hichina.com,294msec,202,0.629458445975506,,,
140.205.41.25,dns15.hichina.com,297msec,202,0.629545652742751,,,
140.205.41.15,dns15.hichina.com,259msec,202,0.629632859509996,,,
140.205.81.25,dns15.hichina.com,281msec,202,0.629720066277241,,,
140.205.81.15,dns15.hichina.com,359msec,202,0.629807273044486,,,
106.11.211.70,dns32.hichina.com,368msec,202,0.629894479811731,,,
106.11.211.60,dns32.hichina.com,323msec,202,0.629981686578976,,,
106.11.141.130,dns32.hichina.com,295msec,202,0.630068893346222,,,
106.11.141.120,dns32.hichina.com,393msec,202,0.630156100113467,,,
140.205.41.30,dns32.hichina.com,338msec,202,0.630243306880712,,,
140.205.41.20,dns32.hichina.com,349msec,202,0.630330513647957,,,
140.205.81.30,dns32.hichina.com,348msec,202,0.630417720415202,,,
140.205.81.20,dns32.hichina.com,323msec,202,0.630504927182447,,,
106.11.211.69,dns31.hichina.com,347msec,202,0.630592133949693,,,
106.11.211.59,dns31.hichina.com,358msec,202,0.630679340716938,,,
106.11.141.129,dns31.hichina.com,338msec,202,0.630766547484183,,,
106.11.141.119,dns31.hichina.com,371msec,202,0.630853754251428,,,
140.205.41.29,dns31.hichina.com,354msec,202,0.630940961018673,,,
140.205.41.19,dns31.hichina.com,342msec,202,0.631028167785918,,,
140.205.81.29,dns31.hichina.com,273msec,202,0.631115374553164,,,
140.205.81.19,dns31.hichina.com,383msec,202,0.631202581320409,,,
106.11.211.70,dns26.hichina.com,362msec,202,0.631289788087654,,,
106.11.211.60,dns26.hichina.com,288msec,202,0.631376994854899,,,
106.11.141.130,dns26.hichina.com,366msec,202,0.631464201622144,,,
106.11.141.120,dns26.hichina.com,349msec,202,0.631551408389389,,,
140.205.41.30,dns26.hichina.com,350msec,202,0.631638615156635,,,
140.205.41.20,dns26.hichina.com,339msec,202,0.63172582192388,,,
140.205.81.30,dns26.hichina.com,324msec,202,0.631813028691125,,,
140.205.81.20,dns26.hichina.com,353msec,202,0.63190023545837,,,
106.11.211.69,dns25.hichina.com,340msec,202,0.631987442225615,,,
106.11.211.59,dns25.hichina.com,345msec,202,0.63207464899286,,,
106.11.141.129,dns25.hichina.com,332msec,202,0.632161855760106,,,
106.11.141.119,dns25.hichina.com,350msec,202,0.632249062527351,,,
140.205.41.29,dns25.hichina.com,350msec,202,0.632336269294596,,,
140.205.41.19,dns25.hichina.com,257msec,202,0.632423476061841,,,
140.205.81.29,dns25.hichina.com,342msec,202,0.632510682829086,,,
140.205.81.19,dns25.hichina.com,353msec,202,0.632597889596331,,,
106.11.211.66,dns10.hichina.com,376msec,202,0.632685096363576,,,
106.11.211.56,dns10.hichina.com,348msec,202,0.632772303130822,,,
106.11.141.126,dns10.hichina.com,325msec,202,0.632859509898067,,,
106.11.141.116,dns10.hichina.com,277msec,202,0.632946716665312,,,
140.205.41.26,dns10.hichina.com,324msec,202,0.633033923432557,,,
140.205.41.16,dns10.hichina.com,322msec,202,0.633121130199802,,,
140.205.81.26,dns10.hichina.com,350msec,202,0.633208336967047,,,
140.205.81.16,dns10.hichina.com,346msec,202,0.633295543734293,,,
106.11.211.68,dns20.hichina.com,346msec,202,0.633382750501538,,,
106.11.211.58,dns20.hichina.com,319msec,202,0.633469957268783,,,
106.11.141.128,dns20.hichina.com,339msec,202,0.633557164036028,,,
106.11.141.118,dns20.hichina.com,341msec,202,0.633644370803273,,,
140.205.41.28,dns20.hichina.com,372msec,202,0.633731577570518,,,
140.205.41.18,dns20.hichina.com,355msec,202,0.633818784337764,,,
140.205.81.28,dns20.hichina.com,324msec,202,0.633905991105009,,,
140.205.81.18,dns20.hichina.com,296msec,202,0.633993197872254,,,
106.11.211.67,dns19.hichina.com,291msec,202,0.634080404639499,,,
106.11.211.57,dns19.hichina.com,285msec,202,0.634167611406744,,,
106.11.141.117,dns19.hichina.com,395msec,202,0.634254818173989,,,
140.205.41.27,dns19.hichina.com,348msec,202,0.634342024941235,,,
140.205.41.17,dns19.hichina.com,367msec,202,0.63442923170848,,,
140.205.81.27,dns19.hichina.com,348msec,202,0.634516438475725,,,
140.205.81.17,dns19.hichina.com,356msec,202,0.63460364524297,,,
106.11.211.68,dns20.hichina.com,281msec,202,0.634690852010215,,,
106.11.211.58,dns20.hichina.com,287msec,202,0.63477805877746,,,
106.11.141.128,dns20.hichina.com,321msec,202,0.634865265544706,,,
106.11.141.118,dns20.hichina.com,342msec,202,0.634952472311951,,,
140.205.41.28,dns20.hichina.com,349msec,202,0.635039679079196,,,
140.205.41.18,dns20.hichina.com,260msec,202,0.635126885846441,,,
140.205.81.28,dns20.hichina.com,300msec,202,0.635214092613686,,,
140.205.81.18,dns20.hichina.com,411msec,202,0.635301299380931,,,
106.11.211.67,dns19.hichina.com,280msec,202,0.635388506148177,,,
106.11.211.57,dns19.hichina.com,322msec,202,0.635475712915422,,,
106.11.141.127,dns19.hichina.com,291msec,202,0.635562919682667,,,
106.11.141.117,dns19.hichina.com,298msec,202,0.635650126449912,,,
140.205.41.27,dns19.hichina.com,262msec,202,0.635737333217157,,,
140.205.41.17,dns19.hichina.com,262msec,202,0.635824539984402,,,
140.205.81.27,dns19.hichina.com,305msec,202,0.635911746751648,,,
140.205.81.17,dns19.hichina.com,346msec,202,0.635998953518893,,,
106.11.211.66,dns10.hichina.com,280msec,202,0.636086160286138,,,
106.11.211.56,dns10.hichina.com,319msec,202,0.636173367053383,,,
106.11.141.126,dns10.hichina.com,349msec,202,0.636260573820628,,,
106.11.141.116,dns10.hichina.com,353msec,202,0.636347780587873,,,
140.205.41.26,dns10.hichina.com,340msec,202,0.636434987355119,,,
140.205.41.16,dns10.hichina.com,321msec,202,0.636522194122364,,,
140.205.81.26,dns10.hichina.com,277msec,202,0.636609400889609,,,
140.205.81.16,dns10.hichina.com,350msec,202,0.636696607656854,,,
106.11.211.66,dns16.hichina.com,393msec,202,0.636783814424099,,,
106.11.211.56,dns16.hichina.com,309msec,202,0.636871021191344,,,
106.11.141.126,dns16.hichina.com,359msec,202,0.636958227958589,,,
106.11.141.116,dns16.hichina.com,358msec,202,0.637045434725835,,,
140.205.41.26,dns16.hichina.com,263msec,202,0.63713264149308,,,
140.205.41.16,dns16.hichina.com,331msec,202,0.637219848260325,,,
140.205.81.26,dns16.hichina.com,326msec,202,0.63730705502757,,,
140.205.81.16,dns16.hichina.com,299msec,202,0.637394261794815,,,
106.11.211.65,dns15.hichina.com,306msec,202,0.63748146856206,,,
106.11.211.55,dns15.hichina.com,366msec,202,0.637568675329306,,,
106.11.141.125,dns15.hichina.com,452msec,202,0.637655882096551,,,
106.11.141.115,dns15.hichina.com,354msec,202,0.637743088863796,,,
140.205.41.25,dns15.hichina.com,350msec,202,0.637830295631041,,,
140.205.41.15,dns15.hichina.com,345msec,202,0.637917502398286,,,
140.205.81.25,dns15.hichina.com,352msec,202,0.638004709165531,,,
140.205.81.15,dns15.hichina.com,323msec,202,0.638091915932777,,,
106.11.211.70,dns28.hichina.com,357msec,202,0.638179122700022,,,
106.11.211.60,dns28.hichina.com,277msec,202,0.638266329467267,,,
106.11.141.120,dns28.hichina.com,317msec,202,0.638353536234512,,,
140.205.41.30,dns28.hichina.com,350msec,202,0.638440743001757,,,
140.205.41.20,dns28.hichina.com,328msec,202,0.638527949769002,,,
140.205.81.30,dns28.hichina.com,275msec,202,0.638615156536248,,,
106.11.211.69,dns27.hichina.com,347msec,202,0.638702363303493,,,
106.11.211.59,dns27.hichina.com,323msec,202,0.638789570070738,,,
106.11.141.119,dns27.hichina.com,344msec,202,0.638876776837983,,,
140.205.41.29,dns27.hichina.com,349msec,202,0.638963983605228,,,
140.205.41.19,dns27.hichina.com,334msec,202,0.639051190372473,,,
140.205.81.29,dns27.hichina.com,337msec,202,0.639138397139719,,,
106.11.211.70,dns26.hichina.com,333msec,202,0.639225603906964,,,
106.11.211.60,dns26.hichina.com,367msec,202,0.639312810674209,,,
106.11.141.130,dns26.hichina.com,341msec,202,0.639400017441454,,,
140.205.41.30,dns26.hichina.com,358msec,202,0.639487224208699,,,
140.205.41.20,dns26.hichina.com,265msec,202,0.639574430975944,,,
140.205.81.30,dns26.hichina.com,295msec,202,0.639661637743189,,,
140.205.81.20,dns26.hichina.com,350msec,202,0.639748844510435,,,
106.11.211.69,dns25.hichina.com,365msec,202,0.63983605127768,,,
106.11.211.59,dns25.hichina.com,351msec,202,0.639923258044925,,,
106.11.141.129,dns25.hichina.com,431msec,202,0.64001046481217,,,
106.11.141.119,dns25.hichina.com,327msec,202,0.640097671579415,,,
140.205.41.29,dns25.hichina.com,364msec,202,0.640184878346661,,,
140.205.41.19,dns25.hichina.com,335msec,202,0.640272085113906,,,
140.205.81.29,dns25.hichina.com,340msec,202,0.640359291881151,,,
140.205.81.19,dns25.hichina.com,348msec,202,0.640446498648396,,,
59.56.73.5,ns2.cloudcdns.net,254msec,203,0.640533705415641,,,
115.231.25.130,ns2.cloudcdns.net,82msec,203,0.640620912182886,,,
115.231.234.254,ns2.cloudcdns.net,180msec,203,0.640708118950131,,,
37.157.241.164,ns1.hostiran.net,242msec,204,0.640795325717377,,,
177.79.237.231,orion.vivo.com.br,353msec,205,0.640882532484622,,,
189.19.56.226,aquarius.vivo.com.br,361msec,205,0.640969739251867,,,
177.79.237.228,hercules.vivo.com.br,364msec,205,0.641056946019112,,,
156.154.67.17,ns4.bbc.co.uk,362msec,206,0.641144152786357,,,
156.154.66.17,ns3.bbc.co.uk,280msec,206,0.641231359553602,,,
156.154.66.17,ns3.bbc.co.uk,264msec,206,0.641318566320848,,,
156.154.67.17,ns4.bbc.co.uk,340msec,206,0.641405773088093,,,
110.75.240.29,ns1.alipay.com,498msec,207,0.641492979855338,,,
45.113.40.61,ns1.alipay.com,475msec,207,0.641580186622583,,,
173.212.246.199,somoy12.starhostbd.com,254msec,207,0.641667393389828,,,
173.212.246.199,somoy11.starhostbd.com,348msec,207,0.641754600157073,,,
112.80.248.64,ns3.baidu.com,422msec,208,0.641841806924319,,,
220.181.33.31,ns2.baidu.com,263msec,208,0.641929013691564,,,
202.108.22.220,dns.baidu.com,439msec,208,0.642016220458809,,,
202.108.22.220,dns.baidu.com,402msec,208,0.642103427226054,,,
220.181.33.31,ns2.baidu.com,195msec,208,0.642190633993299,,,
112.80.248.64,ns3.baidu.com,314msec,208,0.642277840760544,,,
59.36.120.144,ns4.dnsv3.com,241msec,208,0.64236504752779,,,
125.39.213.167,ns4.dnsv3.com,285msec,208,0.642452254295035,,,
52.221.20.79,ns4.dnsv3.com,5msec,208,0.64253946106228,,,
52.221.20.79,ns3.dnsv3.com,5msec,208,0.642626667829525,,,
220.249.242.12,ns3.dnsv3.com,351msec,208,0.64271387459677,,,
14.215.150.12,ns3.dnsv3.com,228msec,208,0.642801081364015,,,
52.221.20.79,ns3.dnsv3.com,10msec,208,0.642888288131261,,,
220.249.242.12,ns3.dnsv3.com,423msec,208,0.642975494898506,,,
59.36.120.144,ns4.dnsv3.com,170msec,208,0.643062701665751,,,
125.39.213.167,ns4.dnsv3.com,394msec,208,0.643149908432996,,,
52.221.20.79,ns4.dnsv3.com,5msec,208,0.643237115200241,,,
45.61.5.236,dns6.blulinx.com,266msec,208,0.643324321967486,,,
59.36.120.143,ns2.dnsv2.com,184msec,208,0.643411528734732,,,
111.30.132.180,ns2.dnsv2.com,151msec,208,0.643498735501977,,,
220.249.242.11,ns2.dnsv2.com,414msec,208,0.643585942269222,,,
125.39.213.168,ns1.dnsv2.com,326msec,208,0.643673149036467,,,
111.30.132.180,ns1.dnsv2.com,142msec,208,0.643760355803712,,,
59.36.120.143,ns2.dnsv2.com,255msec,208,0.643847562570957,,,
111.30.132.180,ns2.dnsv2.com,237msec,208,0.643934769338202,,,
220.249.242.11,ns2.dnsv2.com,305msec,208,0.644021976105448,,,
125.39.213.168,ns1.dnsv2.com,210msec,208,0.644109182872693,,,
111.30.132.180,ns1.dnsv2.com,151msec,208,0.644196389639938,,,
14.215.150.11,ns1.dnsv2.com,273msec,208,0.644283596407183,,,
125.39.213.168,ns1.dnsv2.com,367msec,208,0.644370803174428,,,
111.30.132.180,ns1.dnsv2.com,208msec,208,0.644458009941673,,,
14.215.150.11,ns1.dnsv2.com,124msec,208,0.644545216708919,,,
59.36.120.143,ns2.dnsv2.com,159msec,208,0.644632423476164,,,
111.30.132.180,ns2.dnsv2.com,239msec,208,0.644719630243409,,,
220.249.242.11,ns2.dnsv2.com,414msec,208,0.644806837010654,,,
220.249.242.12,ns1.dnsv3.com,322msec,208,0.644894043777899,,,
14.215.150.12,ns1.dnsv3.com,280msec,208,0.644981250545144,,,
52.221.20.79,ns1.dnsv3.com,5msec,208,0.64506845731239,,,
52.221.20.79,ns2.dnsv3.com,5msec,208,0.645155664079635,,,
59.36.120.144,ns2.dnsv3.com,122msec,208,0.64524287084688,,,
125.39.213.167,ns2.dnsv3.com,318msec,208,0.645330077614125,,,
220.249.242.11,ns2.dnsv2.com,289msec,208,0.64541728438137,,,
59.36.120.143,ns2.dnsv2.com,192msec,208,0.645504491148615,,,
111.30.132.180,ns2.dnsv2.com,132msec,208,0.645591697915861,,,
14.215.150.11,ns1.dnsv2.com,162msec,208,0.645678904683106,,,
125.39.213.168,ns1.dnsv2.com,201msec,208,0.645766111450351,,,
111.30.132.180,ns1.dnsv2.com,150msec,208,0.645853318217596,,,
59.36.120.143,ns2.dnsv2.com,166msec,208,0.645940524984841,,,
111.30.132.180,ns2.dnsv2.com,222msec,208,0.646027731752086,,,
220.249.242.11,ns2.dnsv2.com,331msec,208,0.646114938519332,,,
125.39.213.168,ns1.dnsv2.com,281msec,208,0.646202145286577,,,
111.30.132.180,ns1.dnsv2.com,143msec,208,0.646289352053822,,,
14.215.150.11,ns1.dnsv2.com,166msec,208,0.646376558821067,,,
59.36.120.143,ns4.dnsv2.com,116msec,208,0.646463765588312,,,
111.30.132.180,ns4.dnsv2.com,224msec,208,0.646550972355557,,,
220.249.242.11,ns4.dnsv2.com,336msec,208,0.646638179122802,,,
125.39.213.168,ns3.dnsv2.com,304msec,208,0.646725385890048,,,
111.30.132.180,ns3.dnsv2.com,139msec,208,0.646812592657293,,,
14.215.150.11,ns3.dnsv2.com,220msec,208,0.646899799424538,,,
59.36.120.144,ns4.dnsv3.com,155msec,208,0.646987006191783,,,
125.39.213.167,ns4.dnsv3.com,222msec,208,0.647074212959028,,,
52.221.20.79,ns4.dnsv3.com,5msec,208,0.647161419726274,,,
52.221.20.79,ns3.dnsv3.com,5msec,208,0.647248626493519,,,
220.249.242.12,ns3.dnsv3.com,386msec,208,0.647335833260764,,,
14.215.150.12,ns3.dnsv3.com,145msec,208,0.647423040028009,,,
125.39.213.168,ns1.dnsv2.com,229msec,208,0.647510246795254,,,
111.30.132.180,ns1.dnsv2.com,97msec,208,0.647597453562499,,,
14.215.150.11,ns1.dnsv2.com,138msec,208,0.647684660329744,,,
59.36.120.143,ns2.dnsv2.com,198msec,208,0.64777186709699,,,
111.30.132.180,ns2.dnsv2.com,96msec,208,0.647859073864235,,,
220.249.242.11,ns2.dnsv2.com,362msec,208,0.64794628063148,,,
59.36.120.143,ns2.dnsv2.com,153msec,208,0.648033487398725,,,
111.30.132.180,ns2.dnsv2.com,102msec,208,0.64812069416597,,,
220.249.242.11,ns2.dnsv2.com,350msec,208,0.648207900933215,,,
125.39.213.168,ns1.dnsv2.com,221msec,208,0.648295107700461,,,
111.30.132.180,ns1.dnsv2.com,97msec,208,0.648382314467706,,,
14.215.150.11,ns1.dnsv2.com,134msec,208,0.648469521234951,,,
59.36.120.143,ns2.dnsv2.com,248msec,208,0.648556728002196,,,
111.30.132.180,ns2.dnsv2.com,100msec,208,0.648643934769441,,,
220.249.242.11,ns2.dnsv2.com,308msec,208,0.648731141536686,,,
125.39.213.168,ns1.dnsv2.com,223msec,208,0.648818348303932,,,
111.30.132.180,ns1.dnsv2.com,90msec,208,0.648905555071177,,,
14.215.150.11,ns1.dnsv2.com,181msec,208,0.648992761838422,,,
111.30.132.180,ns4.dnsv2.com,90msec,208,0.649079968605667,,,
220.249.242.11,ns4.dnsv2.com,267msec,208,0.649167175372912,,,
59.36.120.143,ns4.dnsv2.com,238msec,208,0.649254382140157,,,
125.39.213.168,ns3.dnsv2.com,325msec,208,0.649341588907403,,,
111.30.132.180,ns3.dnsv2.com,92msec,208,0.649428795674648,,,
14.215.150.11,ns3.dnsv2.com,165msec,208,0.649516002441893,,,
52.221.20.79,ns3.dnsv3.com,6msec,208,0.649603209209138,,,
220.249.242.12,ns3.dnsv3.com,303msec,208,0.649690415976383,,,
14.215.150.12,ns3.dnsv3.com,130msec,208,0.649777622743628,,,
59.36.120.144,ns4.dnsv3.com,253msec,208,0.649864829510874,,,
125.39.213.167,ns4.dnsv3.com,324msec,208,0.649952036278119,,,
52.221.20.79,ns4.dnsv3.com,5msec,208,0.650039243045364,,,
14.215.150.11,ns1.dnsv2.com,158msec,208,0.650126449812609,,,
125.39.213.168,ns1.dnsv2.com,297msec,208,0.650213656579854,,,
111.30.132.180,ns1.dnsv2.com,115msec,208,0.650300863347099,,,
220.249.242.11,ns2.dnsv2.com,247msec,208,0.650388070114345,,,
59.36.120.143,ns2.dnsv2.com,227msec,208,0.65047527688159,,,
111.30.132.180,ns2.dnsv2.com,96msec,208,0.650562483648835,,,
59.36.120.143,ns4.dnsv2.com,143msec,208,0.65064969041608,,,
111.30.132.180,ns4.dnsv2.com,100msec,208,0.650736897183325,,,
220.249.242.11,ns4.dnsv2.com,313msec,208,0.65082410395057,,,
125.39.213.168,ns3.dnsv2.com,198msec,208,0.650911310717815,,,
111.30.132.180,ns3.dnsv2.com,94msec,208,0.650998517485061,,,
14.215.150.11,ns3.dnsv2.com,222msec,208,0.651085724252306,,,
59.36.120.144,ns4.dnsv3.com,156msec,208,0.651172931019551,,,
125.39.213.167,ns4.dnsv3.com,321msec,208,0.651260137786796,,,
52.221.20.79,ns4.dnsv3.com,5msec,208,0.651347344554041,,,
52.221.20.79,ns3.dnsv3.com,5msec,208,0.651434551321287,,,
220.249.242.12,ns3.dnsv3.com,262msec,208,0.651521758088532,,,
14.215.150.12,ns3.dnsv3.com,219msec,208,0.651608964855777,,,
59.36.120.144,ns4.dnsv3.com,219msec,208,0.651696171623022,,,
125.39.213.167,ns4.dnsv3.com,220msec,208,0.651783378390267,,,
52.221.20.79,ns4.dnsv3.com,5msec,208,0.651870585157512,,,
52.221.20.79,ns3.dnsv3.com,5msec,208,0.651957791924757,,,
220.249.242.12,ns3.dnsv3.com,337msec,208,0.652044998692003,,,
14.215.150.12,ns3.dnsv3.com,220msec,208,0.652132205459248,,,
59.36.120.143,ns2.dnsv2.com,238msec,208,0.652219412226493,,,
111.30.132.180,ns2.dnsv2.com,96msec,208,0.652306618993738,,,
220.249.242.11,ns2.dnsv2.com,264msec,208,0.652393825760983,,,
125.39.213.168,ns1.dnsv2.com,290msec,208,0.652481032528228,,,
111.30.132.180,ns1.dnsv2.com,86msec,208,0.652568239295474,,,
14.215.150.11,ns1.dnsv2.com,209msec,208,0.652655446062719,,,
52.221.20.79,ns2.dnsv3.com,4msec,208,0.652742652829964,,,
59.36.120.144,ns2.dnsv3.com,221msec,208,0.652829859597209,,,
125.39.213.167,ns2.dnsv3.com,223msec,208,0.652917066364454,,,
220.249.242.12,ns1.dnsv3.com,241msec,208,0.653004273131699,,,
14.215.150.12,ns1.dnsv3.com,188msec,208,0.653091479898945,,,
52.221.20.79,ns1.dnsv3.com,5msec,208,0.65317868666619,,,
59.36.120.144,ns4.dnsv3.com,243msec,208,0.653265893433435,,,
125.39.213.167,ns4.dnsv3.com,235msec,208,0.65335310020068,,,
52.221.20.79,ns4.dnsv3.com,5msec,208,0.653440306967925,,,
52.221.20.79,ns3.dnsv3.com,5msec,208,0.65352751373517,,,
220.249.242.12,ns3.dnsv3.com,254msec,208,0.653614720502416,,,
14.215.150.12,ns3.dnsv3.com,138msec,208,0.653701927269661,,,
59.36.120.144,ns4.dnsv3.com,243msec,208,0.653789134036906,,,
125.39.213.167,ns4.dnsv3.com,238msec,208,0.653876340804151,,,
52.221.20.79,ns4.dnsv3.com,5msec,208,0.653963547571396,,,
52.221.20.79,ns3.dnsv3.com,5msec,208,0.654050754338641,,,
220.249.242.12,ns3.dnsv3.com,257msec,208,0.654137961105887,,,
14.215.150.12,ns3.dnsv3.com,203msec,208,0.654225167873132,,,
59.36.120.144,ns4.dnsv3.com,165msec,208,0.654312374640377,,,
125.39.213.167,ns4.dnsv3.com,223msec,208,0.654399581407622,,,
