IP,NAMESERVER,Query time,Msg size,Actual Frequency [%],Max msg size,min msg size,avg msg size
173.245.58.208,naomi.ns.cloudflare.com,5msec,73,0.320397662858649,,,
173.245.58.240,wanda.ns.cloudflare.com,4msec,73,0.320484869625894,,,
173.245.58.183,laura.ns.cloudflare.com,11msec,73,0.320572076393139,,,
173.245.58.250,linda.ns.cloudflare.com,4msec,73,0.320659283160385,,,
173.245.58.159,grace.ns.cloudflare.com,5msec,73,0.32074648992763,,,
173.245.58.197,megan.ns.cloudflare.com,5msec,73,0.320833696694875,,,
173.245.59.208,mitch.ns.cloudflare.com,4msec,73,0.32092090346212,,,
173.245.59.55,aiden.ns.cloudflare.com,5msec,73,0.321008110229365,,,
173.245.59.166,frank.ns.cloudflare.com,5msec,73,0.32109531699661,,,
173.245.58.159,grace.ns.cloudflare.com,4msec,73,0.321182523763856,,,
173.245.58.239,wally.ns.cloudflare.com,5msec,73,0.321269730531101,,,
173.245.59.198,logan.ns.cloudflare.com,4msec,73,0.321356937298346,,,
173.245.58.73,becky.ns.cloudflare.com,7msec,73,0.321444144065591,,,
173.245.58.64,amber.ns.cloudflare.com,4msec,73,0.321531350832836,,,
173.245.58.219,sandy.ns.cloudflare.com,4msec,73,0.321618557600081,,,
173.245.59.220,pablo.ns.cloudflare.com,5msec,73,0.321705764367327,,,
173.245.58.60,alice.ns.cloudflare.com,4msec,73,0.321792971134572,,,
173.245.59.191,kevin.ns.cloudflare.com,5msec,73,0.321880177901817,,,
173.245.58.190,lorna.ns.cloudflare.com,4msec,73,0.321967384669062,,,
173.245.58.235,venus.ns.cloudflare.com,6msec,73,0.322054591436307,,,
173.245.59.232,simon.ns.cloudflare.com,7msec,73,0.322141798203552,,,
173.245.58.151,donna.ns.cloudflare.com,5msec,73,0.322229004970798,,,
173.245.59.166,frank.ns.cloudflare.com,4msec,73,0.322316211738043,,,
173.245.59.178,james.ns.cloudflare.com,4msec,73,0.322403418505288,,,
173.245.58.151,donna.ns.cloudflare.com,4msec,73,0.322490625272533,,,
173.245.59.179,jason.ns.cloudflare.com,4msec,73,0.322577832039778,,,
173.245.58.85,chloe.ns.cloudflare.com,4msec,73,0.322665038807023,,,
173.245.58.66,april.ns.cloudflare.com,6msec,73,0.322752245574269,,,
173.245.58.157,fiona.ns.cloudflare.com,4msec,73,0.322839452341514,,,
173.245.58.66,april.ns.cloudflare.com,5msec,73,0.322926659108759,,,
173.245.59.194,lakas.ns.cloudflare.com,6msec,73,0.323013865876004,,,
173.245.58.80,carol.ns.cloudflare.com,4msec,73,0.323101072643249,,,
173.245.59.186,jonah.ns.cloudflare.com,5msec,73,0.323188279410494,,,
173.245.58.219,sandy.ns.cloudflare.com,6msec,73,0.32327548617774,,,
173.245.59.204,marty.ns.cloudflare.com,4msec,73,0.323362692944985,,,
173.245.59.166,frank.ns.cloudflare.com,4msec,73,0.32344989971223,,,
173.245.58.60,alice.ns.cloudflare.com,4msec,73,0.323537106479475,,,
173.245.58.66,april.ns.cloudflare.com,4msec,73,0.32362431324672,,,
173.245.59.230,scott.ns.cloudflare.com,5msec,73,0.323711520013965,,,
173.245.58.218,robin.ns.cloudflare.com,5msec,73,0.32379872678121,,,
173.245.58.192,maria.ns.cloudflare.com,5msec,73,0.323885933548456,,,
173.245.58.85,chloe.ns.cloudflare.com,4msec,73,0.323973140315701,,,
173.245.58.205,molly.ns.cloudflare.com,6msec,73,0.324060347082946,,,
173.245.58.168,jamie.ns.cloudflare.com,5msec,73,0.324147553850191,,,
173.245.58.155,emily.ns.cloudflare.com,5msec,73,0.324234760617436,,,
173.245.59.203,mario.ns.cloudflare.com,3msec,73,0.324321967384681,,,
173.245.58.191,marge.ns.cloudflare.com,5msec,73,0.324409174151927,,,
173.245.59.222,piotr.ns.cloudflare.com,10msec,73,0.324496380919172,,,
173.245.59.198,logan.ns.cloudflare.com,4msec,73,0.324583587686417,,,
173.245.59.77,bruce.ns.cloudflare.com,4msec,73,0.324670794453662,,,
173.245.59.91,clyde.ns.cloudflare.com,4msec,73,0.324758001220907,,,
173.245.58.250,linda.ns.cloudflare.com,5msec,73,0.324845207988152,,,
173.245.58.159,grace.ns.cloudflare.com,5msec,73,0.324932414755398,,,
173.245.59.194,lakas.ns.cloudflare.com,4msec,73,0.325019621522643,,,
173.245.59.77,bruce.ns.cloudflare.com,11msec,73,0.325106828289888,,,
173.245.58.207,nadia.ns.cloudflare.com,5msec,73,0.325194035057133,,,
173.245.59.178,james.ns.cloudflare.com,5msec,73,0.325281241824378,,,
173.245.59.222,piotr.ns.cloudflare.com,4msec,73,0.325368448591623,,,
173.245.59.215,nitin.ns.cloudflare.com,18msec,73,0.325455655358869,,,
173.245.58.235,venus.ns.cloudflare.com,6msec,73,0.325542862126114,,,
173.245.59.179,jason.ns.cloudflare.com,5msec,73,0.325630068893359,,,
173.245.58.66,april.ns.cloudflare.com,4msec,73,0.325717275660604,,,
173.245.59.177,isaac.ns.cloudflare.com,5msec,73,0.325804482427849,,,
173.245.59.194,lakas.ns.cloudflare.com,5msec,73,0.325891689195094,,,
173.245.59.198,logan.ns.cloudflare.com,4msec,73,0.32597889596234,,,
173.245.58.75,betty.ns.cloudflare.com,4msec,73,0.326066102729585,,,
173.245.59.237,terry.ns.cloudflare.com,4msec,73,0.32615330949683,,,
173.245.58.197,megan.ns.cloudflare.com,4msec,73,0.326240516264075,,,
173.245.59.194,lakas.ns.cloudflare.com,7msec,73,0.32632772303132,,,
173.245.58.209,nelly.ns.cloudflare.com,6msec,73,0.326414929798565,,,
173.245.59.203,mario.ns.cloudflare.com,4msec,73,0.326502136565811,,,
173.245.58.250,linda.ns.cloudflare.com,5msec,73,0.326589343333056,,,
173.245.58.80,carol.ns.cloudflare.com,4msec,73,0.326676550100301,,,
173.245.58.90,daisy.ns.cloudflare.com,4msec,73,0.326763756867546,,,
173.245.59.198,logan.ns.cloudflare.com,6msec,73,0.326850963634791,,,
173.245.58.208,naomi.ns.cloudflare.com,5msec,73,0.326938170402036,,,
173.245.59.208,mitch.ns.cloudflare.com,6msec,73,0.327025377169282,,,
173.245.59.204,marty.ns.cloudflare.com,4msec,73,0.327112583936527,,,
173.245.58.208,naomi.ns.cloudflare.com,5msec,73,0.327199790703772,,,
173.245.59.232,simon.ns.cloudflare.com,5msec,73,0.327286997471017,,,
173.245.59.194,lakas.ns.cloudflare.com,3msec,73,0.327374204238262,,,
173.245.58.208,naomi.ns.cloudflare.com,5msec,73,0.327461411005507,,,
173.245.59.230,scott.ns.cloudflare.com,28msec,73,0.327548617772752,,,
173.245.58.79,candy.ns.cloudflare.com,4msec,73,0.327635824539998,,,
173.245.58.197,megan.ns.cloudflare.com,4msec,73,0.327723031307243,,,
173.245.59.87,clark.ns.cloudflare.com,5msec,73,0.327810238074488,,,
173.245.59.182,jerry.ns.cloudflare.com,5msec,73,0.327897444841733,,,
173.245.59.223,plato.ns.cloudflare.com,5msec,73,0.327984651608978,,,
173.245.59.182,jerry.ns.cloudflare.com,4msec,73,0.328071858376223,,,
173.245.58.80,carol.ns.cloudflare.com,5msec,73,0.328159065143469,,,
173.245.59.96,damon.ns.cloudflare.com,4msec,73,0.328246271910714,,,
173.245.58.74,bella.ns.cloudflare.com,4msec,73,0.328333478677959,,,
173.245.58.159,grace.ns.cloudflare.com,5msec,73,0.328420685445204,,,
173.245.58.208,naomi.ns.cloudflare.com,4msec,73,0.328507892212449,,,
173.245.58.183,laura.ns.cloudflare.com,6msec,73,0.328595098979694,,,
173.245.59.76,brett.ns.cloudflare.com,5msec,73,0.32868230574694,,,
173.245.58.209,nelly.ns.cloudflare.com,4msec,73,0.328769512514185,,,
173.245.59.86,chuck.ns.cloudflare.com,8msec,73,0.32885671928143,,,
173.245.58.159,grace.ns.cloudflare.com,6msec,73,0.328943926048675,,,
173.245.59.194,lakas.ns.cloudflare.com,5msec,73,0.32903113281592,,,
173.245.59.232,simon.ns.cloudflare.com,5msec,73,0.329118339583165,,,
173.245.59.194,lakas.ns.cloudflare.com,7msec,73,0.329205546350411,,,
173.245.58.195,meera.ns.cloudflare.com,5msec,73,0.329292753117656,,,
173.245.59.76,brett.ns.cloudflare.com,5msec,73,0.329379959884901,,,
173.245.59.186,jonah.ns.cloudflare.com,4msec,73,0.329467166652146,,,
173.245.59.96,damon.ns.cloudflare.com,4msec,73,0.329554373419391,,,
173.245.58.208,naomi.ns.cloudflare.com,5msec,73,0.329641580186636,,,
173.245.59.206,micah.ns.cloudflare.com,4msec,73,0.329728786953882,,,
173.245.59.166,frank.ns.cloudflare.com,4msec,73,0.329815993721127,,,
173.245.58.66,april.ns.cloudflare.com,5msec,73,0.329903200488372,,,
173.245.59.207,miles.ns.cloudflare.com,4msec,73,0.329990407255617,,,
173.245.58.226,tegan.ns.cloudflare.com,5msec,73,0.330077614022862,,,
173.245.59.55,aiden.ns.cloudflare.com,5msec,73,0.330164820790107,,,
173.245.58.250,linda.ns.cloudflare.com,6msec,73,0.330252027557353,,,
173.245.58.75,betty.ns.cloudflare.com,91msec,73,0.330339234324598,,,
173.245.59.222,piotr.ns.cloudflare.com,4msec,73,0.330426441091843,,,
173.245.58.191,marge.ns.cloudflare.com,4msec,73,0.330513647859088,,,
173.245.58.208,naomi.ns.cloudflare.com,5msec,73,0.330600854626333,,,
173.245.59.194,lakas.ns.cloudflare.com,5msec,73,0.330688061393578,,,
173.245.59.152,david.ns.cloudflare.com,5msec,73,0.330775268160823,,,
173.245.58.155,emily.ns.cloudflare.com,4msec,73,0.330862474928069,,,
173.245.59.182,jerry.ns.cloudflare.com,5msec,73,0.330949681695314,,,
173.245.59.223,plato.ns.cloudflare.com,5msec,73,0.331036888462559,,,
173.245.58.208,naomi.ns.cloudflare.com,4msec,73,0.331124095229804,,,
173.245.59.86,chuck.ns.cloudflare.com,5msec,73,0.331211301997049,,,
173.245.58.159,grace.ns.cloudflare.com,4msec,73,0.331298508764294,,,
173.245.58.240,wanda.ns.cloudflare.com,4msec,73,0.33138571553154,,,
173.245.59.55,aiden.ns.cloudflare.com,6msec,73,0.331472922298785,,,
173.245.59.189,kanye.ns.cloudflare.com,4msec,73,0.33156012906603,,,
173.245.59.154,derek.ns.cloudflare.com,4msec,73,0.331647335833275,,,
173.245.59.203,mario.ns.cloudflare.com,4msec,73,0.33173454260052,,,
173.245.58.80,carol.ns.cloudflare.com,4msec,73,0.331821749367765,,,
173.245.59.154,derek.ns.cloudflare.com,4msec,73,0.331908956135011,,,
173.245.58.159,grace.ns.cloudflare.com,4msec,73,0.331996162902256,,,
173.245.59.179,jason.ns.cloudflare.com,5msec,73,0.332083369669501,,,
173.245.58.205,molly.ns.cloudflare.com,4msec,73,0.332170576436746,,,
173.245.59.186,jonah.ns.cloudflare.com,4msec,73,0.332257783203991,,,
173.245.58.155,emily.ns.cloudflare.com,8msec,73,0.332344989971236,,,
173.245.59.236,terin.ns.cloudflare.com,7msec,73,0.332432196738482,,,
173.245.58.191,marge.ns.cloudflare.com,4msec,73,0.332519403505727,,,
173.245.58.240,wanda.ns.cloudflare.com,5msec,73,0.332606610272972,,,
173.245.59.182,jerry.ns.cloudflare.com,4msec,73,0.332693817040217,,,
173.245.59.237,terry.ns.cloudflare.com,5msec,73,0.332781023807462,,,
173.245.59.204,marty.ns.cloudflare.com,7msec,73,0.332868230574707,,,
173.245.58.195,meera.ns.cloudflare.com,4msec,73,0.332955437341953,,,
173.245.59.220,pablo.ns.cloudflare.com,4msec,73,0.333042644109198,,,
173.245.58.205,molly.ns.cloudflare.com,5msec,73,0.333129850876443,,,
173.245.58.66,april.ns.cloudflare.com,5msec,73,0.333217057643688,,,
173.245.59.86,chuck.ns.cloudflare.com,4msec,73,0.333304264410933,,,
173.245.58.209,nelly.ns.cloudflare.com,4msec,73,0.333391471178178,,,
173.245.58.66,april.ns.cloudflare.com,4msec,73,0.333478677945424,,,
173.245.58.80,carol.ns.cloudflare.com,4msec,73,0.333565884712669,,,
173.245.58.85,chloe.ns.cloudflare.com,4msec,73,0.333653091479914,,,
173.245.59.189,kanye.ns.cloudflare.com,4msec,73,0.333740298247159,,,
173.245.58.66,april.ns.cloudflare.com,110msec,73,0.333827505014404,,,
173.245.59.77,bruce.ns.cloudflare.com,6msec,73,0.333914711781649,,,
173.245.58.85,chloe.ns.cloudflare.com,5msec,73,0.334001918548895,,,
173.245.59.91,clyde.ns.cloudflare.com,4msec,73,0.33408912531614,,,
173.245.58.75,betty.ns.cloudflare.com,5msec,73,0.334176332083385,,,
173.245.59.197,lloyd.ns.cloudflare.com,4msec,73,0.33426353885063,,,
173.245.58.66,april.ns.cloudflare.com,6msec,73,0.334350745617875,,,
173.245.58.66,april.ns.cloudflare.com,6msec,73,0.33443795238512,,,
173.245.59.207,miles.ns.cloudflare.com,4msec,73,0.334525159152366,,,
173.245.58.205,molly.ns.cloudflare.com,4msec,73,0.334612365919611,,,
173.245.58.73,becky.ns.cloudflare.com,6msec,73,0.334699572686856,,,
173.245.59.176,henry.ns.cloudflare.com,4msec,73,0.334786779454101,,,
173.245.58.223,sofia.ns.cloudflare.com,5msec,73,0.334873986221346,,,
173.245.58.205,molly.ns.cloudflare.com,5msec,73,0.334961192988591,,,
173.245.58.208,naomi.ns.cloudflare.com,4msec,73,0.335048399755836,,,
173.245.59.177,isaac.ns.cloudflare.com,4msec,73,0.335135606523082,,,
173.245.58.168,jamie.ns.cloudflare.com,34msec,73,0.335222813290327,,,
173.245.59.76,brett.ns.cloudflare.com,4msec,73,0.335310020057572,,,
173.245.58.80,carol.ns.cloudflare.com,6msec,73,0.335397226824817,,,
173.245.59.166,frank.ns.cloudflare.com,5msec,73,0.335484433592062,,,
173.245.59.215,nitin.ns.cloudflare.com,7msec,73,0.335571640359307,,,
173.245.58.151,donna.ns.cloudflare.com,4msec,73,0.335658847126553,,,
173.245.58.73,becky.ns.cloudflare.com,4msec,73,0.335746053893798,,,
173.245.59.227,rocky.ns.cloudflare.com,4msec,73,0.335833260661043,,,
173.245.59.230,scott.ns.cloudflare.com,4msec,73,0.335920467428288,,,
173.245.58.155,emily.ns.cloudflare.com,4msec,73,0.336007674195533,,,
173.245.59.76,brett.ns.cloudflare.com,4msec,73,0.336094880962778,,,
173.245.58.75,betty.ns.cloudflare.com,4msec,73,0.336182087730024,,,
173.245.59.223,plato.ns.cloudflare.com,4msec,73,0.336269294497269,,,
173.245.59.61,algin.ns.cloudflare.com,4msec,73,0.336356501264514,,,
173.245.58.80,carol.ns.cloudflare.com,4msec,73,0.336443708031759,,,
173.245.58.64,amber.ns.cloudflare.com,6msec,73,0.336530914799004,,,
173.245.59.76,brett.ns.cloudflare.com,5msec,73,0.336618121566249,,,
173.245.58.79,candy.ns.cloudflare.com,4msec,73,0.336705328333495,,,
173.245.58.80,carol.ns.cloudflare.com,4msec,73,0.33679253510074,,,
173.245.58.197,megan.ns.cloudflare.com,4msec,73,0.336879741867985,,,
173.245.59.77,bruce.ns.cloudflare.com,4msec,73,0.33696694863523,,,
173.245.58.235,venus.ns.cloudflare.com,5msec,73,0.337054155402475,,,
173.245.59.203,mario.ns.cloudflare.com,5msec,73,0.33714136216972,,,
173.245.58.195,meera.ns.cloudflare.com,4msec,73,0.337228568936966,,,
173.245.59.77,bruce.ns.cloudflare.com,4msec,73,0.337315775704211,,,
173.245.58.219,sandy.ns.cloudflare.com,16msec,73,0.337402982471456,,,
173.245.58.219,sandy.ns.cloudflare.com,4msec,73,0.337490189238701,,,
173.245.59.232,simon.ns.cloudflare.com,4msec,73,0.337577396005946,,,
173.245.58.195,meera.ns.cloudflare.com,5msec,73,0.337664602773191,,,
173.245.59.227,rocky.ns.cloudflare.com,5msec,73,0.337751809540436,,,
173.245.59.176,henry.ns.cloudflare.com,5msec,73,0.337839016307682,,,
173.245.59.186,jonah.ns.cloudflare.com,5msec,73,0.337926223074927,,,
173.245.58.192,maria.ns.cloudflare.com,4msec,73,0.338013429842172,,,
173.245.58.239,wally.ns.cloudflare.com,5msec,73,0.338100636609417,,,
173.245.58.73,becky.ns.cloudflare.com,6msec,73,0.338187843376662,,,
173.245.59.86,chuck.ns.cloudflare.com,8msec,73,0.338275050143907,,,
173.245.58.64,amber.ns.cloudflare.com,4msec,73,0.338362256911153,,,
173.245.59.208,mitch.ns.cloudflare.com,4msec,73,0.338449463678398,,,
173.245.59.96,damon.ns.cloudflare.com,8msec,73,0.338536670445643,,,
173.245.59.77,bruce.ns.cloudflare.com,4msec,73,0.338623877212888,,,
173.245.58.169,janet.ns.cloudflare.com,6msec,73,0.338711083980133,,,
173.245.58.197,megan.ns.cloudflare.com,4msec,73,0.338798290747378,,,
173.245.59.202,marek.ns.cloudflare.com,9msec,73,0.338885497514624,,,
173.245.59.202,marek.ns.cloudflare.com,5msec,73,0.338972704281869,,,
173.245.59.85,chris.ns.cloudflare.com,4msec,73,0.339059911049114,,,
173.245.58.159,grace.ns.cloudflare.com,6msec,73,0.339147117816359,,,
173.245.59.198,logan.ns.cloudflare.com,100msec,73,0.339234324583604,,,
173.245.59.85,chris.ns.cloudflare.com,5msec,73,0.339321531350849,,,
173.245.59.55,aiden.ns.cloudflare.com,8msec,73,0.339408738118095,,,
173.245.59.182,jerry.ns.cloudflare.com,4msec,73,0.33949594488534,,,
173.245.58.85,chloe.ns.cloudflare.com,4msec,73,0.339583151652585,,,
173.245.59.191,kevin.ns.cloudflare.com,4msec,73,0.33967035841983,,,
173.245.58.151,donna.ns.cloudflare.com,4msec,73,0.339757565187075,,,
173.245.58.64,amber.ns.cloudflare.com,4msec,73,0.33984477195432,,,
173.245.59.218,oswald.ns.cloudflare.com,7msec,74,0.339931978721566,,,
173.245.58.178,karina.ns.cloudflare.com,4msec,74,0.340019185488811,,,
173.245.58.221,sharon.ns.cloudflare.com,6msec,74,0.340106392256056,,,
173.245.59.170,gordon.ns.cloudflare.com,89msec,74,0.340193599023301,,,
173.245.58.83,cheryl.ns.cloudflare.com,5msec,74,0.340280805790546,,,
173.245.58.211,nicole.ns.cloudflare.com,5msec,74,0.340368012557791,,,
173.245.59.168,gerald.ns.cloudflare.com,5msec,74,0.340455219325037,,,
173.245.58.57,adrian.ns.cloudflare.com,5msec,74,0.340542426092282,,,
173.245.59.228,rodney.ns.cloudflare.com,4msec,74,0.340629632859527,,,
173.245.59.58,albert.ns.cloudflare.com,5msec,74,0.340716839626772,,,
173.245.59.228,rodney.ns.cloudflare.com,4msec,74,0.340804046394017,,,
173.245.59.238,thomas.ns.cloudflare.com,4msec,74,0.340891253161262,,,
173.245.59.158,donald.ns.cloudflare.com,4msec,74,0.340978459928508,,,
173.245.59.58,albert.ns.cloudflare.com,4msec,74,0.341065666695753,,,
173.245.58.178,karina.ns.cloudflare.com,4msec,74,0.341152873462998,,,
173.245.58.215,rachel.ns.cloudflare.com,5msec,74,0.341240080230243,,,
173.245.59.171,graham.ns.cloudflare.com,4msec,74,0.341327286997488,,,
173.245.58.220,serena.ns.cloudflare.com,4msec,74,0.341414493764733,,,
173.245.59.58,albert.ns.cloudflare.com,4msec,74,0.341501700531979,,,
173.245.59.158,donald.ns.cloudflare.com,4msec,74,0.341588907299224,,,
173.245.59.218,oswald.ns.cloudflare.com,4msec,74,0.341676114066469,,,
173.245.59.168,gerald.ns.cloudflare.com,5msec,74,0.341763320833714,,,
173.245.59.217,norman.ns.cloudflare.com,7msec,74,0.341850527600959,,,
173.245.58.249,dorthy.ns.cloudflare.com,5msec,74,0.341937734368204,,,
173.245.59.164,ernest.ns.cloudflare.com,4msec,74,0.342024941135449,,,
173.245.58.232,tricia.ns.cloudflare.com,4msec,74,0.342112147902695,,,
173.245.59.238,thomas.ns.cloudflare.com,4msec,74,0.34219935466994,,,
173.245.59.66,apollo.ns.cloudflare.com,4msec,74,0.342286561437185,,,
173.245.58.237,violet.ns.cloudflare.com,4msec,74,0.34237376820443,,,
173.245.58.215,rachel.ns.cloudflare.com,5msec,74,0.342460974971675,,,
173.245.58.165,ingrid.ns.cloudflare.com,5msec,74,0.34254818173892,,,
173.245.59.167,george.ns.cloudflare.com,5msec,74,0.342635388506166,,,
173.245.59.168,gerald.ns.cloudflare.com,4msec,74,0.342722595273411,,,
173.245.59.168,gerald.ns.cloudflare.com,6msec,74,0.342809802040656,,,
173.245.59.170,gordon.ns.cloudflare.com,4msec,74,0.342897008807901,,,
173.245.59.158,donald.ns.cloudflare.com,9msec,74,0.342984215575146,,,
173.245.59.221,peyton.ns.cloudflare.com,4msec,74,0.343071422342391,,,
173.245.59.80,carter.ns.cloudflare.com,4msec,74,0.343158629109637,,,
173.245.59.228,rodney.ns.cloudflare.com,4msec,74,0.343245835876882,,,
173.245.58.244,rihana.ns.cloudflare.com,4msec,74,0.343333042644127,,,
173.245.58.83,cheryl.ns.cloudflare.com,5msec,74,0.343420249411372,,,
173.245.59.238,thomas.ns.cloudflare.com,5msec,74,0.343507456178617,,,
173.245.59.181,jerome.ns.cloudflare.com,5msec,74,0.343594662945862,,,
173.245.59.158,donald.ns.cloudflare.com,4msec,74,0.343681869713108,,,
173.245.58.83,cheryl.ns.cloudflare.com,4msec,74,0.343769076480353,,,
173.245.58.83,cheryl.ns.cloudflare.com,4msec,74,0.343856283247598,,,
173.245.58.72,athena.ns.cloudflare.com,5msec,74,0.343943490014843,,,
173.245.58.76,bonnie.ns.cloudflare.com,4msec,74,0.344030696782088,,,
173.245.58.178,karina.ns.cloudflare.com,4msec,74,0.344117903549333,,,
173.245.59.224,rajeev.ns.cloudflare.com,4msec,74,0.344205110316579,,,
173.245.59.158,donald.ns.cloudflare.com,9msec,74,0.344292317083824,,,
173.245.58.220,serena.ns.cloudflare.com,4msec,74,0.344379523851069,,,
173.245.59.180,jeremy.ns.cloudflare.com,4msec,74,0.344466730618314,,,
173.245.59.58,albert.ns.cloudflare.com,7msec,74,0.344553937385559,,,
173.245.59.66,apollo.ns.cloudflare.com,5msec,74,0.344641144152804,,,
173.245.59.69,arnold.ns.cloudflare.com,9msec,74,0.34472835092005,,,
173.245.58.220,serena.ns.cloudflare.com,5msec,74,0.344815557687295,,,
173.245.58.72,athena.ns.cloudflare.com,4msec,74,0.34490276445454,,,
173.245.59.224,rajeev.ns.cloudflare.com,5msec,74,0.344989971221785,,,
173.245.58.165,ingrid.ns.cloudflare.com,7msec,74,0.34507717798903,,,
173.245.59.224,rajeev.ns.cloudflare.com,55msec,74,0.345164384756275,,,
173.245.58.247,connie.ns.cloudflare.com,5msec,74,0.34525159152352,,,
173.245.59.151,darwin.ns.cloudflare.com,4msec,74,0.345338798290766,,,
173.245.59.217,norman.ns.cloudflare.com,3msec,74,0.345426005058011,,,
173.245.59.69,arnold.ns.cloudflare.com,4msec,74,0.345513211825256,,,
173.245.58.247,connie.ns.cloudflare.com,4msec,74,0.345600418592501,,,
173.245.59.168,gerald.ns.cloudflare.com,5msec,74,0.345687625359746,,,
173.245.58.89,dahlia.ns.cloudflare.com,5msec,74,0.345774832126991,,,
173.245.59.248,yichun.ns.cloudflare.com,5msec,74,0.345862038894237,,,
173.245.59.170,gordon.ns.cloudflare.com,5msec,74,0.345949245661482,,,
173.245.58.71,ashley.ns.cloudflare.com,5msec,74,0.346036452428727,,,
173.245.59.80,carter.ns.cloudflare.com,4msec,74,0.346123659195972,,,
173.245.59.167,george.ns.cloudflare.com,6msec,74,0.346210865963217,,,
173.245.59.58,albert.ns.cloudflare.com,13msec,74,0.346298072730462,,,
173.245.59.158,donald.ns.cloudflare.com,4msec,74,0.346385279497708,,,
173.245.58.249,dorthy.ns.cloudflare.com,4msec,74,0.346472486264953,,,
173.245.59.248,yichun.ns.cloudflare.com,4msec,74,0.346559693032198,,,
173.245.59.205,merlin.ns.cloudflare.com,5msec,74,0.346646899799443,,,
173.245.59.80,carter.ns.cloudflare.com,4msec,74,0.346734106566688,,,
