ID,DOMAIN_NAME,IP,NAMESERVER,Ping RTT,Query time,Msg size
363,cvbesaz.com,173.245.59.220,pablo.ns.cloudflare.com,0.884,2msec,61
364,cvbesaz.com,173.245.58.228,rosa.ns.cloudflare.com,0.884,2msec,61
365,dadarlaw.com,93.115.150.53,dns1.talahost.com,100.266,91msec,361
366,dadarlaw.com,51.77.203.238,dns2.talahost.com,17.525,18msec,361
367,dadarlaw.com,95.216.188.202,dns3.talahost.com,43.703,41msec,361
368,dadarlaw.com,93.115.150.53,dns4.talahost.com,100.304,93msec,361
369,damasazan.com,213.239.193.125,ns190.mihanwebhost.com,18.756,18msec,199
370,damasazan.com,213.239.193.125,ns189.mihanwebhost.com,18.797,18msec,199
371,dana8170.ir,185.252.28.68,nima1.mashhadhost.com,94.534,97msec,299
372,dana8170.ir,94.130.50.7,nima2.mashhadhost.com,18.795,18msec,299
373,danaapp.ir,92.42.51.109,ns2.mtnirancell.ir,97.178,104msec,188
374,danaapp.ir,92.42.51.209,ns1.mtnirancell.ir,108.680,104msec,200
375,darbastan.com,176.9.155.70,ns19.tegrahost.com,18.843,19msec,257
376,darbastan.com,116.203.186.175,ns1.tegrahost.com,17.155,,
377,darinoos.net,64.79.79.77,ns1.darinoos.net,121.895,122msec,254
378,darinoos.net,64.79.79.77,ns2.darinoos.net,121.841,122msec,254
379,daroopin.com,5.9.48.168,ns2.ipeserver3.com,18.598,18msec,281
380,daroopin.com,5.9.48.168,ns1.ipeserver3.com,18.616,18msec,281
381,dastchin.ir,93.115.150.171,dns73.mizbanfa.net,94.745,104msec,236
382,dastchin.ir,93.115.150.171,dns74.mizbanfa.net,94.640,95msec,236
383,daydaad.com,185.10.73.238,irlinux08.iranhost.com,91.549,103msec,251
384,daydaad.com,185.10.73.238,irlinux07.iranhost.com,91.613,93msec,251
385,deepenglish.ir,138.201.142.125,ns210.netaram.com,18.859,18msec,245
386,deepenglish.ir,138.201.142.125,ns211.netaram.com,18.760,19msec,245
387,deltaseda.me,185.211.58.67,av2.7hostir.com,104.872,109msec,225
388,deltaseda.me,185.211.58.67,av1.7hostir.com,106.959,101msec,225
389,dgminer.com,109.169.66.135,ns2.zp24.com,29.073,29msec,199
390,dgminer.com,109.169.66.225,ns1.zp24.com,29.102,29msec,199
391,didarc.com,162.159.25.175,ns2.bluehost.com,0.973,1msec,60
392,didarc.com,162.159.24.80,ns1.bluehost.com,0.921,1msec,60
393,digi-member.ir,93.115.150.148,dns50.mizbanfa.net,99.565,111msec,257
394,digi-member.ir,93.115.150.148,dns49.mizbanfa.net,102.016,109msec,257
395,digiactive.ir,37.59.211.43,NS4.irandns.com,24.743,85msec,272
396,digiactive.ir,185.50.38.83,NS3.irandns.com,94.776,98msec,272
397,digiactive.ir,79.175.164.207,ns1.irandns.com,91.709,102msec,272
398,digiactive.ir,185.116.160.33,ns2.irandns.com,101.468,102msec,272
399,digijahan.com,46.105.242.79,ns.netafraz.com,17.273,17msec,286
400,digijahan.com,5.9.15.85,ns2.netafraz.com,18.689,18msec,286
401,diginic.net,212.32.251.205,ns2.diginic.net,21.149,21msec,245
402,diginic.net,212.32.251.205,ns1.diginic.net,21.076,21msec,245
403,digipakhsh.com,185.49.84.231,irns14.hostdl.com,,93msec,296
404,digipakhsh.com,185.49.84.230,irns13.hostdl.com,,94msec,296
405,dkgame.ir,213.239.227.10,ns62.mihanwebhost.com,18.858,21msec,196
406,dkgame.ir,213.239.227.10,ns61.mihanwebhost.com,18.779,18msec,196
407,dm.center,204.74.66.130,ns1.eurodns.com,38.362,42msec,444
408,dm.center,204.74.67.130,ns3.eurodns.com,38.253,38msec,444
409,dm.center,204.74.110.130,ns2.eurodns.com,39.396,40msec,444
410,dm.center,204.74.111.130,ns4.eurodns.com,38.315,38msec,444
411,dnws.ir,94.182.130.2,ns2.iransamaneh.com,85.446,91msec,262
412,dnws.ir,94.182.146.2,ns1.iransamaneh.com,94.747,104msec,262
413,doge.tk,5.101.159.11,ns1.beget.com,,49msec,267
414,doge.tk,5.101.159.11,ns1.beget.pro,,49msec,267
415,doge.tk,185.50.27.12,ns2.beget.com,,49msec,267
416,doge.tk,185.50.27.12,ns2.beget.pro,,51msec,267
417,dookhtkala.com,94.23.49.14,ns1.emizban.com,24.493,45msec,264
418,dookhtkala.com,79.175.154.226,ns2.emizban.com,102.416,112msec,264
419,dooshizeh.com,185.10.73.229,cloudns2.iranhost.com,87.523,86msec,210
420,dooshizeh.com,185.10.73.227,cloudns1.iranhost.com,90.835,94msec,210
421,dorinweb.com,144.76.87.86,ns247.mihanwebhost.com,18.711,18msec,198
422,dorinweb.com,144.76.87.86,ns248.mihanwebhost.com,18.701,18msec,198
423,dorsablog.com,89.32.249.154,ns271.mihanwebhost.com,112.636,114msec,228
424,dorsablog.com,51.254.125.81,ns272.mihanwebhost.com,17.572,18msec,228
425,dr-mardani.com,185.4.30.96,win8.irandns.com,107.950,108msec,300
426,dr-mardani.com,185.4.30.96,win7.irandns.com,108.954,99msec,300
427,dr-saadati.ir,188.40.100.212,ns1.nonegar.info,18.664,18msec,318
428,dr-saadati.ir,188.40.100.243,ns2.nonegar.info,18.625,19msec,318
429,dr-seo.ir,173.245.59.234,sri.ns.cloudflare.com,0.880,1msec,59
430,dr-seo.ir,173.245.58.77,brenda.ns.cloudflare.com,0.932,1msec,59
431,draamaa.com,173.245.58.81,cass.ns.cloudflare.com,0.867,1msec,61
432,draamaa.com,173.245.59.131,matt.ns.cloudflare.com,0.876,2msec,61
433,drkalantar.com,5.144.130.130,ns2.hostiran.net,98.778,100msec,230
434,drkalantar.com,37.157.241.164,ns1.hostiran.net,31.503,32msec,230
435,e-embassy.ir,88.198.111.107,ns14.cloudns.net,18.817,18msec,227
436,e-embassy.ir,109.201.133.194,ns11.cloudns.net,26.542,26msec,227
437,e-merat.ir,185.143.235.253,u.ns.arvancdn.com,37.081,37msec,139
438,e-merat.ir,185.143.232.253,j.ns.arvancdn.com,37.108,38msec,139
439,ed808.com,148.251.21.253,ns1.civil808.com,18.595,48msec,263
440,ed808.com,148.251.21.253,ns2.civil808.com,18.625,36msec,263
441,editrans.com,178.63.48.132,ns2.abtinweb.com,18.556,18msec,367
442,editrans.com,46.4.33.133,ns1.abtinweb.com,18.555,19msec,367
443,elimaweb.ir,173.245.59.207,miles.ns.cloudflare.com,0.850,1msec,61
444,elimaweb.ir,173.245.58.89,dahlia.ns.cloudflare.com,0.881,1msec,61
445,emoocfarda.ir,152.66.246.10,win-r1vfa8vq433,0.646,0msec,85
446,enline.ir,91.99.73.75,ns201.mehost.co,100.543,95msec,368
447,enline.ir,91.99.73.75,ns202.mehost.co,100.834,106msec,368
448,epadide.com,94.232.172.78,wh01.shamsdata.com,,102msec,280
449,epadide.com,94.232.172.78,wh02.shamsdata.com,,112msec,280
450,erikli.ir,46.105.242.79,ns.netafraz.com,17.248,17msec,301
451,erikli.ir,5.9.15.85,ns2.netafraz.com,18.593,18msec,301
452,esalatkala.com,185.159.152.15,b-ir14.serverpars.com,92.126,93msec,278
453,esalatkala.com,185.159.152.14,a-ir14.serverpars.com,94.614,98msec,278
454,esnews.ir,93.115.150.160,dns62.mizbanfa.net,91.527,103msec,254
455,esnews.ir,93.115.150.160,dns61.mizbanfa.net,91.655,101msec,254
456,espeero.com,185.88.152.85,ns417.phtco.com,86.624,90msec,275
457,espeero.com,185.88.152.85,ns416.phtco.com,86.848,90msec,275
458,etedaal.ir,185.136.99.77,dns6.cloudns.net,15.219,15msec,320
459,etedaal.ir,185.136.96.77,dns1.cloudns.net,15.231,15msec,320
460,etedaal.ir,185.136.98.77,dns5.cloudns.net,15.447,15msec,320
461,etedaal.ir,94.182.146.2,ns1.iransamaneh.com,94.775,101msec,265
462,etedaal.ir,94.182.130.2,ns2.iransamaneh.com,84.873,86msec,265
463,etedaal.ir,185.136.97.77,dns2.cloudns.net,15.409,15msec,320
464,etkaline.ir,8.28.32.40,ns.isiran.com,,,
465,etkaline.ir,8.28.32.41,ns2.isiran.com,,,
466,excitech.ir,93.115.150.150,dns51.mizbanfa.net,98.467,100msec,235
467,excitech.ir,93.115.150.150,dns52.mizbanfa.net,98.574,94msec,235
468,exircmp.com,185.51.203.19,ns21.talashnet.com,97.074,102msec,252
469,exircmp.com,185.51.203.19,ns22.talashnet.com,97.099,99msec,252
470,extern.ir,159.69.139.220,dens4.hostdl.com,,18msec,268
471,extern.ir,116.202.54.155,dens3.hostdl.com,,18msec,268
472,ezepdico.ir,185.143.235.253,w.ns.arvancdn.com,37.301,37msec,141
473,ezepdico.ir,185.143.232.253,f.ns.arvancdn.com,37.369,37msec,141
474,fangostar.org,185.55.226.35,ns5.bestit.co,98.392,97msec,276
475,fangostar.org,185.55.226.35,ns6.bestit.co,98.506,102msec,276
476,fanoospfm.com,178.22.120.103,ns1.sazmanhost.net,104.251,106msec,187
477,fanoospfm.com,93.115.151.250,ns2.sazmanhost.net,102.104,100msec,187
478,far30game.com,89.39.208.196,ns2.moddingway.ir,112.399,112msec,270
479,far30game.com,51.254.125.81,ns1.moddingway.ir,17.578,17msec,270
480,faradid-co.com,164.138.23.161,ns8.morva.zone,88.599,88msec,211
481,faradid-co.com,164.138.23.161,ns7.morva.zone,87.938,90msec,211
482,faranam.net,185.128.81.43,ns8.parsdata.com,134.784,134msec,201
483,faranam.net,185.128.81.42,ns7.parsdata.com,127.499,137msec,201
484,fardapaper.ir,84.16.242.98,ns1.parspack.co,16.014,,
485,fardapaper.ir,85.17.122.3,ns4.parspack.co,21.345,28msec,273
486,fardapaper.ir,81.171.17.217,ns2.parspack.co,100.577,,
487,fardapaper.ir,130.185.72.100,ns3.parspack.co,96.420,,
488,farhangishu.ir,173.245.59.250,zod.ns.cloudflare.com,0.924,3msec,64
489,farhangishu.ir,173.245.58.177,kami.ns.cloudflare.com,0.911,2msec,64
490,farsgraph.com,5.63.10.250,ir7.vatandata.com,103.470,103msec,255
491,farsgraph.com,5.63.10.250,ir8.vatandata.com,103.023,103msec,255
492,fartech.ir,37.156.28.174,ns2.fartech.ir,,,
493,fartech.ir,37.156.28.174,ns1.fartech.ir,,,
494,fileboom.ir,46.4.33.133,ns1.abtinweb.com,18.565,18msec,269
495,fileboom.ir,178.63.48.132,ns2.abtinweb.com,18.509,18msec,269
496,firewallco.ir,46.4.70.28,ns244.mihanwebhost.com,18.851,19msec,202
497,firewallco.ir,46.4.70.28,ns243.mihanwebhost.com,18.865,19msec,202
498,fixlift.ir,185.81.96.81,ns1.boxitsrv.com,105.156,110msec,319
499,fixlift.ir,185.81.96.81,ns2.boxitsrv.com,97.623,100msec,319
500,fixon.ir,178.22.123.35,dns1.mizbanfa.net,104.187,95msec,281
501,fixon.ir,178.22.123.35,dns2.mizbanfa.net,104.344,95msec,281
502,followcamp.com,5.9.15.85,ns2.netafraz.com,18.559,18msec,338
503,followcamp.com,46.105.242.79,ns.netafraz.com,17.204,17msec,338
504,fotoli.ir,198.143.180.73,pgn2.persiangig.com,119.222,146msec,248
505,fotoli.ir,198.143.180.73,pgn1.persiangig.com,120.042,128msec,248
506,freepik.ir,65.254.254.171,ns2.domain.com,,96msec,39
507,freepik.ir,66.96.142.147,ns1.domain.com,,95msec,39
508,fw-notify.net,217.115.143.130,b1.rpns.hosteurope.de,17.508,18msec,205
509,fw-notify.net,80.237.128.2,b1.rsns.hosteurope.de,17.502,20msec,205
510,galamusic.ir,185.49.85.34,irns9.hostdl.com,,104msec,205
511,galamusic.ir,185.49.85.35,irns10.hostdl.com,,98msec,205
512,gaplift.com,54.36.235.72,ns2.irnameserver.com,22.866,23msec,382
513,gaplift.com,145.239.139.197,ns1.irnameserver.com,22.822,23msec,382
514,gaplift.com,185.165.40.48,ns3.irnameserver.com,99.612,100msec,382
515,gaplift.com,46.105.166.8,ns4.irnameserver.com,24.526,24msec,382
516,gb-tire.com,89.42.211.47,ns2.gb-tire.com,111.515,113msec,254
517,gb-tire.com,89.42.211.47,ns1.gb-tire.com,112.109,113msec,254
518,germankala.ir,46.105.242.79,ns.netafraz.com,17.278,17msec,369
519,germankala.ir,5.9.15.85,ns2.netafraz.com,18.590,18msec,369
520,ghalina.ir,46.105.242.79,ns.netafraz.com,17.246,17msec,284
521,ghalina.ir,5.9.15.85,ns2.netafraz.com,18.575,18msec,284
522,golangfa.ir,136.243.133.242,ns162.mihanwebhost.com,18.840,19msec,200
523,golangfa.ir,136.243.133.242,ns161.mihanwebhost.com,18.892,18msec,200
524,goodco.ir,173.245.58.60,alice.ns.cloudflare.com,0.919,2msec,59
525,goodco.ir,173.245.59.100,alex.ns.cloudflare.com,0.873,1msec,59
526,goolexa.com,5.9.15.85,ns2.netafraz.com,18.546,18msec,284
527,goolexa.com,46.105.242.79,ns.netafraz.com,17.253,18msec,284
528,gooshi.online,185.143.232.253,ns1.imcloud.org,37.195,37msec,143
529,gooshi.online,185.143.235.253,ns2.imcloud.org,37.207,37msec,143
530,gpart.ir,185.10.72.76,ns1.glx.ir,90.870,88msec,49
531,gpart.ir,185.10.72.76,ns2.glx.ir,90.500,88msec,49
532,haje.ir,185.4.30.126,win22.irandns.com,101.214,108msec,244
533,haje.ir,185.4.30.126,win21.irandns.com,100.531,102msec,244
534,hajnews.ir,89.235.64.66,ns2.bmi.ir,,106msec,200
535,hajnews.ir,89.235.64.65,ns1.bmi.ir,,104msec,200
536,halak.ir,173.245.58.136,nina.ns.cloudflare.com,0.861,2msec,58
537,halak.ir,173.245.59.105,brad.ns.cloudflare.com,0.889,4msec,58
538,hamibash.com,173.245.59.126,josh.ns.cloudflare.com,0.871,1msec,62
539,hamibash.com,173.245.58.193,marjory.ns.cloudflare.com,0.950,4msec,62
540,hamibazar.com,185.12.101.18,ns2.nict.ir,110.582,,
541,hamibazar.com,185.12.101.61,ns4.nict.ir,110.300,,
542,hamibazar.com,185.12.101.60,ns3.nict.ir,110.876,,
543,hamibazar.com,185.12.101.11,ns1.nict.ir,111.847,,
544,hamilaw.ir,88.99.95.138,ns1.ipeserver5.com,18.770,29msec,261
545,hamilaw.ir,88.99.95.138,ns2.ipeserver5.com,18.754,32msec,261
546,hashtook.com,37.157.241.164,ns1.hostiran.net,31.521,39msec,252
547,hashtook.com,5.144.130.130,ns2.hostiran.net,91.729,97msec,252
548,hdsac.net,152.66.246.10,win-a8gvv13rit4,0.630,0msec,81
549,hermesbooks.ir,185.165.116.20,ns1.pasavan.com,99.451,105msec,272
550,hermesbooks.ir,185.165.116.20,ns2.pasavan.com,99.470,100msec,272
551,hesabketab.org,185.159.153.70,irns23.serverpars.com,101.703,98msec,255
552,hesabketab.org,185.159.153.71,irns24.serverpars.com,103.681,99msec,255
553,hidigit.org,51.254.125.81,ns268.mihanwebhost.com,17.578,18msec,260
554,hidigit.org,89.32.248.92,ns267.mihanwebhost.com,124.641,112msec,260
555,hitrotaxi.com,185.143.235.253,w.ns.arvancdn.com,37.183,37msec,145
556,hitrotaxi.com,185.143.232.253,j.ns.arvancdn.com,37.188,38msec,145
557,homino.ir,5.253.26.68,ns1.homino.ir,92.888,95msec,227
558,homino.ir,5.253.26.68,ns2.homino.ir,93.399,97msec,227
559,homino.ir,,5.253.26.68,,,
560,hvm.ir,152.66.246.10,N,0.618,1msec,69
561,hypersource.ir,95.38.61.120,ns17.tegrahost.com,92.264,90msec,253
562,hypersource.ir,116.203.186.175,ns1.tegrahost.com,17.268,,
563,iana.ir,103.216.62.68,ns2.aasaam.net,124.712,126msec,515
564,iana.ir,103.216.62.69,ns6.aasaam.net,128.069,132msec,515
565,iana.ir,178.216.248.205,ns3.aasaam.net,95.585,93msec,515
566,iana.ir,88.198.15.167,ns1.aasaam.net,19.021,19msec,515
567,iana.ir,185.86.180.17,ns4.aasaam.net,98.819,99msec,515
568,iana.ir,185.86.180.33,ns5.aasaam.net,99.259,103msec,515
569,ibazaryabi.com,130.185.72.100,ns1.parspack.co,95.444,,
570,ibazaryabi.com,130.185.72.100,ns3.parspack.co,96.378,,
571,ibazaryabi.com,10.201.2.199,ns2.parspack.co,,,
572,ibazaryabi.com,206.221.178.116,ns4.parspack.co,104.196,106msec,274
573,ibfon.org,176.9.20.120,ns1.farmasos.com,18.808,18msec,264
574,ibfon.org,176.9.20.120,ns2.farmasos.com,18.721,18msec,264
575,ictrc.ac.ir,67.212.89.136,ns2.persianhosted.net,103.145,108msec,288
576,ictrc.ac.ir,67.212.89.136,ns1.persianhosted.net,103.158,103msec,288
577,ifobel.ir,5.63.13.69,cms547.rayanegarco.com,112.416,107msec,274
578,ifobel.ir,5.63.13.69,cms548.rayanegarco.com,112.516,107msec,274
579,igico.com,184.107.22.68,ns81.iranhost.com,112.359,112msec,198
580,igico.com,192.175.105.166,ns82.iranhost.com,112.483,112msec,198
581,ihtshop.ir,185.227.138.230,ns70.fspdns.com,41.044,47msec,263
582,ihtshop.ir,185.227.138.230,ns71.fspdns.com,41.013,43msec,263
583,ii-uast.ac.ir,185.10.73.229,cloudns2.iranhost.com,86.799,88msec,213
584,ii-uast.ac.ir,185.10.73.227,cloudns1.iranhost.com,90.412,94msec,213
585,ilcshopx.xyz,173.245.58.63,amanda.ns.cloudflare.com,0.930,1msec,62
586,ilcshopx.xyz,173.245.59.227,rocky.ns.cloudflare.com,0.912,1msec,62
587,iliya.ir,185.159.154.56,irpro2.serverpars.com,99.392,91msec,384
588,iliya.ir,185.159.154.55,irpro1.serverpars.com,92.138,98msec,384
589,iliyahesab.com,178.63.20.254,ns54.talahost.com,18.732,19msec,259
590,iliyahesab.com,178.63.20.254,ns53.talahost.com,18.691,18msec,259
591,illia.tech,185.55.225.12,irns67.serverpars.com,93.788,98msec,225
592,illia.tech,185.55.225.13,irns68.serverpars.com,90.680,95msec,225
593,imannews.com,173.245.58.65,angela.ns.cloudflare.com,0.923,3msec,62
594,imannews.com,173.245.59.171,graham.ns.cloudflare.com,0.919,2msec,62
595,imccerp.com,37.156.29.228,ns0.imcc.ir,94.272,97msec,167
596,imccerp.com,37.156.29.233,ns1.imcc.ir,98.599,98msec,167
597,inodl.ir,116.202.36.217,dens1.hostdl.com,,18msec,250
598,inodl.ir,148.251.68.56,dens2.hostdl.com,,18msec,250
599,instabot.ir,93.158.134.213,dns2.yandex.net,55.727,54msec,88
600,instabot.ir,213.180.204.213,dns1.yandex.net,52.061,51msec,88
601,interspire.ir,46.105.242.79,ns.netafraz.com,17.281,17msec,289
602,interspire.ir,5.9.15.85,ns2.netafraz.com,18.564,18msec,289
603,iran-asid.ir,46.105.242.79,ns.netafraz.com,17.273,17msec,289
604,iran-asid.ir,5.9.15.85,ns2.netafraz.com,18.612,18msec,289
605,iran-remix.ir,5.9.15.85,ns2.netafraz.com,18.540,18msec,290
606,iran-remix.ir,46.105.242.79,ns.netafraz.com,17.236,17msec,290
607,irandubstep.ir,79.127.127.66,ns1.rozblog.com,129.291,119msec,219
608,irandubstep.ir,79.127.127.68,ns2.rozblog.com,132.878,132msec,219
609,iranet.net,94.184.141.137,s1.iranet.net,,110msec,51
610,iranet.net,94.184.141.141,bs2.iranet.net,,110msec,51
611,iranet.net,94.184.141.140,bs1.iranet.net,,110msec,51
612,iranet.net,94.184.141.140,ns1.iranet.net,,110msec,51
613,iranet.net,94.184.141.141,ns2.iranet.net,,110msec,51
614,iranhmusic.ir,64.79.79.179,ns4.dayname.com,122.344,122msec,250
615,iranhmusic.ir,64.79.79.178,ns3.dayname.com,122.001,122msec,250
616,irantsn.com,67.212.67.245,ns2.dnslake.com,103.351,103msec,281
617,irantsn.com,185.192.112.43,ns26.dnslake.com,98.361,106msec,283
618,iranwm.org,173.245.58.123,kara.ns.cloudflare.com,0.856,3msec,60
619,iranwm.org,173.245.59.79,burt.ns.cloudflare.com,0.874,2msec,60
620,iranwp.net,5.63.11.110,pr1.7hostir.com,103.025,103msec,233
621,iranwp.net,5.63.11.110,pr2.7hostir.com,103.934,104msec,233
622,iranyarn.ir,5.9.15.85,ns2.netafraz.com,18.544,18msec,286
623,iranyarn.ir,46.105.242.79,ns.netafraz.com,17.238,17msec,286
624,irasaelec.com,5.160.219.50,ir2.asanwebhost.com,101.512,96msec,236
625,irasaelec.com,5.160.219.50,ir1.asanwebhost.com,101.435,98msec,236
626,irboxing.com,216.87.152.33,dns2.namecheaphosting.com,14.939,14msec,286
627,irboxing.com,216.87.155.33,dns1.namecheaphosting.com,21.989,23msec,286
628,irgoogle.ir,195.201.15.241,ns2.irgoogle.ir,19.881,22msec,386
629,irgoogle.ir,195.201.15.241,ns1.irgoogle.ir,29.029,19msec,386
630,iromart.com,185.143.235.253,t.ns.arvancdn.com,37.183,37msec,141
631,iromart.com,185.143.232.253,g.ns.arvancdn.com,37.371,37msec,141
632,iromran.ir,88.99.1.201,ns2.iromran.ir,18.718,18msec,234
633,iromran.ir,88.99.1.201,ns1.iromran.ir,18.757,18msec,234
634,irsafe.cf,173.245.59.154,derek.ns.cloudflare.com,0.911,1msec,59
635,irsafe.cf,173.245.58.76,bonnie.ns.cloudflare.com,0.911,1msec,59
636,isfahancht.ir,91.99.102.179,ns1.ichtohost.ir,,100msec,183
637,isfahancht.ir,91.99.102.179,ns2.ichtohost.ir,,114msec,183
638,isfahaniha.tk,95.216.57.195,ns1.tarhpardaz.org,40.884,132msec,42
639,isfahaniha.tk,95.216.57.195,ns2.tarhpardaz.org,40.887,41msec,42
640,islahweb.org,192.30.175.6,ns2.myhosting.com,110.507,110msec,243
641,islahweb.org,72.4.154.15,ns.myhosting.com,135.619,133msec,227
642,islahweb.org,72.4.154.14,ns1.myhosting.com,133.369,133msec,243
643,iteng.ir,74.63.217.204,ns3.mehrhost.com,140.533,140msec,337
644,iteng.ir,74.63.217.205,ns4.mehrhost.com,141.208,142msec,337
645,ivara.ir,5.9.15.85,ns2.netafraz.com,18.535,18msec,287
646,ivara.ir,46.105.242.79,ns.netafraz.com,17.249,17msec,287
647,iwsports.ir,136.243.184.227,ns6.routedns.net,18.817,19msec,231
648,iwsports.ir,136.243.184.227,ns5.routedns.net,18.744,19msec,231
649,izarebin.com,51.38.11.229,ns1.izarebin.com,17.368,19msec,342
650,izarebin.com,51.38.11.229,ns2.izarebin.com,,17msec,342
651,janome.co.com,185.55.224.180,a-ir7.serverpars.com,91.543,91msec,203
652,janome.co.com,185.55.224.181,b-ir7.serverpars.com,91.355,90msec,203
653,jashnname.com,185.51.200.58,ns10.jashnname.com,93.552,97msec,356
654,jashnname.com,185.51.200.58,ns1.jashnname.com,93.531,101msec,356
655,jetc.ir,152.66.246.10,ns178.hostdownload.net,0.658,1msec,234
656,jetc.ir,195.201.55.44,ns17.hostdownload.org,18.740,18msec,308
657,jetc.ir,195.201.55.44,ns16.hostdownload.org,18.739,18msec,308
658,jetc.ir,152.66.246.10,ns177.hostdownload.net,0.587,1msec,234
659,jokarshop.com,185.88.154.27,ns316.phtco.com,,88msec,219
660,jokarshop.com,185.88.154.27,ns317.phtco.com,,91msec,219
661,joker.com,149.56.15.118,j.ns.joker.com,105.038,105msec,386
662,joker.com,85.25.110.247,l.ns.joker.com,,18msec,386
663,joker.com,159.25.49.66,k.ns.joker.com,,,
664,joolipooli.ir,78.46.34.83,ns2.hannoverit.com,18.675,18msec,202
665,joolipooli.ir,144.76.63.238,ns1.hannoverit.com,18.830,19msec,202
666,joorpin.ir,78.46.38.198,ns7.fanafzar.net,18.648,18msec,284
667,joorpin.ir,78.46.38.198,ns8.fanafzar.net,18.637,18msec,284
668,kalafarsh.com,46.4.33.133,ns1.abtinweb.com,18.622,18msec,252
669,kalafarsh.com,178.63.48.132,ns2.abtinweb.com,18.564,18msec,252
670,kalasood.com,5.160.219.50,ir1.asanwebhost.com,101.524,101msec,235
671,kalasood.com,5.160.219.50,ir2.asanwebhost.com,101.528,92msec,235
672,kalateb.ir,148.251.152.175,ns43.zoneiran.com,19.232,20msec,246
673,kalateb.ir,148.251.152.175,ns41.zoneiran.com,19.205,19msec,246
674,kar1.net,173.245.59.145,tim.ns.cloudflare.com,0.899,1msec,58
675,kar1.net,173.245.58.106,dawn.ns.cloudflare.com,1.076,2msec,58
676,karapost.com,195.201.12.125,ns2.karapost.net,18.990,19msec,387
677,karapost.com,195.201.12.122,ns1.karapost.net,18.690,19msec,387
678,karasanat.com,185.171.53.59,ns1.karasanat.com,,,
679,karasanat.com,185.171.53.59,usns1.karasanat.com,,,
680,karasanat.com,185.171.53.59,ns2.karasanat.com,,,
681,kardex.ir,65.254.254.171,ns2.domain.com,,96msec,38
682,kardex.ir,66.96.142.147,ns1.domain.com,,96msec,38
683,karinaco.com,185.155.74.99,a.ns.karinaco.com,,,
684,karinaco.com,185.155.74.90,b.ns.karinaco.com,,,
685,kashannews.net,185.116.160.33,ns2.IRANDNS.COM,99.373,102msec,274
686,kashannews.net,185.50.38.83,NS3.IRANDNS.COM,94.817,99msec,274
687,kashannews.net,37.59.211.43,NS4.IRANDNS.COM,24.774,25msec,274
688,kashannews.net,79.175.164.207,ns1.IRANDNS.COM,96.718,95msec,274
689,kasraco.ir,93.115.150.160,dns61.mizbanfa.net,91.870,97msec,418
690,kasraco.ir,93.115.150.160,dns62.mizbanfa.net,91.671,100msec,418
691,kelid.com,51.255.7.236,ns228.mihanwebhost.com,17.679,18msec,195
692,kelid.com,185.94.97.106,ns227.mihanwebhost.com,111.141,112msec,195
693,kelidefars.ir,198.37.115.86,ns3.chistahost.com,107.518,107msec,42
694,kelidefars.ir,198.37.115.86,ns4.chistahost.com,107.307,107msec,42
