ID,DOMAIN_NAME,IP,NAMESERVER,Ping RTT,Query time,Msg size
697,kfeiz.com,185.143.232.253,h.ns.arvancdn.com,37.201,38msec,137
698,kfeiz.com,185.143.235.253,u.ns.arvancdn.com,37.167,38msec,137
699,khabarland.com,178.216.248.156,ns2.khabarland.com,98.364,100msec,260
700,khabarland.com,178.216.248.156,ns1.khabarland.com,98.475,96msec,260
701,khabarsun.com,46.105.242.79,ns.netafraz.com,17.254,17msec,283
702,khabarsun.com,5.9.15.85,ns2.netafraz.com,18.543,18msec,283
703,khane-saat.ir,185.143.232.253,e.ns.arvancdn.com,37.176,37msec,145
704,khane-saat.ir,185.143.235.253,q.ns.arvancdn.com,37.368,37msec,145
705,khaneyema.tv,178.216.249.36,ns2.khaneyema.tv,91.319,91msec,257
706,khaneyema.tv,178.216.249.36,ns1.khaneyema.tv,91.299,97msec,257
707,khooyeh.ir,136.243.172.51,ns218.mihanwebhost.com,18.773,19msec,199
708,khooyeh.ir,136.243.172.51,ns217.mihanwebhost.com,18.780,18msec,199
709,khorshe.com,84.16.242.98,ns1.parspack.co,14.438,,
710,khorshe.com,85.17.122.3,ns4.parspack.co,392.754,28msec,290
711,khorshe.com,10.201.2.199,ns2.parspack.co,,,
712,khorshe.com,130.185.72.100,ns3.parspack.co,97.414,,
713,kianfood.com,185.159.153.70,irns23.serverpars.com,99.111,101msec,268
714,kianfood.com,185.159.153.71,irns24.serverpars.com,100.928,104msec,268
715,kikibazar.com,79.175.176.22,ns1.kikibazar.com,94.763,96msec,222
716,kikibazar.com,79.175.176.22,ns2.kikibazar.com,94.746,102msec,222
717,kimical.ir,209.44.107.141,ns5.persiantools.com,103.133,103msec,250
718,kimical.ir,209.44.107.141,ns6.persiantools.com,103.133,103msec,250
719,knauf.ir,185.83.208.202,ns1.knaufir.com,94.408,119msec,267
720,knauf.ir,185.83.208.202,ns2.knaufir.com,94.643,95msec,267
721,kolektion.com,162.159.25.82,ns3.a2hosting.com,0.895,664msec,212
722,kolektion.com,162.159.24.227,ns4.a2hosting.com,0.933,334msec,212
723,komakwp.ir,89.32.251.5,ns286.mihanwebhost.com,111.684,112msec,178
724,komakwp.ir,51.254.125.81,ns285.mihanwebhost.com,17.512,18msec,178
725,konkuru.ir,46.105.242.79,ns.netafraz.com,17.246,17msec,284
726,konkuru.ir,5.9.15.85,ns2.netafraz.com,18.598,18msec,284
727,koohenoor.org,89.39.208.201,ns2.koohenoor.org,111.763,112msec,246
728,koohenoor.org,89.39.208.201,ns1.koohenoor.org,111.879,110msec,246
729,kooshkan.ir,95.216.106.74,ns2.linux4.aryanic.org,42.116,42msec,295
730,kooshkan.ir,95.216.106.74,ns1.linux4.aryanic.org,41.975,44msec,295
731,ksymg.com,185.143.232.253,e.ns.arvancdn.com,37.398,37msec,137
732,ksymg.com,185.143.235.253,u.ns.arvancdn.com,37.118,38msec,137
733,l8r.ir,152.66.246.10,N,0.679,1msec,110
734,l8r.ir,152.66.246.10,N,0.584,0msec,110
735,laser.ir,185.67.100.1,ns1.laser.ir,117.852,120msec,3442
736,laser.ir,185.67.100.2,ns2.laser.ir,117.222,118msec,3442
737,launchery.ir,130.185.72.100,ns2.launchery.ir,96.460,,
738,launchery.ir,84.16.242.98,ns1.launchery.ir,14.569,,
739,launchery.ir,159.69.192.28,ns4.launchery.ir,17.205,36msec,363
740,launchery.ir,212.32.244.33,ns3.launchery.ir,21.345,,
741,lenovo-ibm.ir,195.248.242.94,ns1.parspack.co,23.149,30msec,272
742,lenovo-ibm.ir,85.17.122.3,ns4.parspack.co,172.900,28msec,272
743,lenovo-ibm.ir,130.185.72.100,ns3.parspack.co,96.592,,
744,lenovo-ibm.ir,130.185.72.100,ns2.parspack.co,96.194,,
745,lenscover.ir,5.9.97.92,ns1.websarv.ir,18.838,18msec,224
746,lenscover.ir,5.9.97.92,ns2.websarv.ir,18.858,19msec,224
747,leso.ir,192.168.59.27,ns2.sitesazstudio.com,,,
748,leso.ir,192.168.59.27,ns1.sitesazstudio.com,,,
749,limotorsh.com,185.143.232.253,h.ns.arvancdn.com,37.285,38msec,145
750,limotorsh.com,185.143.235.253,u.ns.arvancdn.com,37.203,37msec,145
751,linktell.com,136.243.184.227,ns5.routedns.net,18.771,19msec,226
752,linktell.com,136.243.184.227,ns6.routedns.net,18.706,19msec,226
753,logosource.ir,51.38.167.194,ns1.sudonic.com,24.572,38msec,298
754,logosource.ir,152.66.246.10,ns1.parsoon.net,0.632,1msec,224
755,logosource.ir,51.38.167.194,ns2.sudonic.com,24.625,24msec,298
756,logosource.ir,152.66.246.10,ns2.parsoon.net,0.662,0msec,224
757,looleh.co,185.50.38.83,NS3.irandns.com,94.846,126msec,267
758,looleh.co,185.116.160.33,ns2.irandns.com,99.768,102msec,267
759,looleh.co,79.175.164.207,ns1.irandns.com,96.528,102msec,267
760,looleh.co,37.59.211.43,NS4.irandns.com,24.656,25msec,267
761,loosia.ir,94.130.54.135,kw2.7hostir.com,18.675,19msec,237
762,loosia.ir,94.130.54.135,kw1.7hostir.com,18.662,19msec,237
763,mabnatech.com,67.212.67.245,ns2.parsihost.com,103.328,103msec,274
764,mabnatech.com,78.157.60.162,ns90.parsihost.com,89.124,92msec,276
765,mahakwallet.ir,185.4.29.181,ns2.mahaksoft.com,97.341,100msec,216
766,mahakwallet.ir,185.4.29.181,ns1.mahaksoft.com,97.520,96msec,216
767,mahdiomid.com,46.105.242.79,ns.netafraz.com,17.231,17msec,285
768,mahdiomid.com,5.9.15.85,ns2.netafraz.com,18.550,18msec,285
769,mahgolchat.com,213.108.240.117,ns1.facefar30.com,97.676,99msec,270
770,mahgolchat.com,213.108.240.117,ns2.facefar30.com,97.716,92msec,270
771,mahvis.net,78.46.29.121,ns388.phtco.com,,18msec,238
772,mahvis.net,78.46.29.121,ns389.phtco.com,,17msec,238
773,majonsaz.ir,5.63.11.110,pr2.7hostir.com,103.193,103msec,234
774,majonsaz.ir,5.63.11.110,pr1.7hostir.com,102.829,103msec,234
775,maniateb.ir,185.2.12.173,ns1.nazkhar.ir,100.544,118msec,249
776,maniateb.ir,185.2.12.173,ns2.nazkhar.ir,100.817,112msec,249
777,mantomj.com,213.239.193.125,ns128.mihanwebhost.com,18.784,18msec,197
778,mantomj.com,213.239.193.125,ns127.mihanwebhost.com,18.804,18msec,197
779,manzelone.com,51.89.188.147,ns1.manzelone.com,30.590,48msec,257
780,manzelone.com,51.89.188.147,ns2.manzelone.com,28.476,31msec,257
781,marizkhone.com,5.9.15.85,ns2.netafraz.com,18.595,18msec,290
782,marizkhone.com,46.105.242.79,ns.netafraz.com,17.327,17msec,290
783,marketbee.ir,185.50.37.169,ns2.marketbee.ir,96.939,99msec,285
784,marketbee.ir,185.50.37.169,ns1.marketbee.ir,96.951,97msec,285
785,martia.co,87.107.124.28,ns3.tadserver.com,144.294,97msec,252
786,martia.co,87.107.124.28,ns4.tadserver.com,249.725,174msec,252
787,masazhor.com,152.66.246.10,haya,0.696,0msec,73
788,masjed.ir,94.232.170.65,ns1.tebyanidc.com,101.258,96msec,176
789,masjed.ir,94.232.170.66,ns2.tebyanidc.com,100.719,102msec,176
790,mastervisit.ir,173.245.59.56,ajay.ns.cloudflare.com,0.907,2msec,64
791,mastervisit.ir,173.245.58.222,sima.ns.cloudflare.com,0.921,2msec,64
792,math2easy.com,162.144.21.148,cns2011.hostgator.com,187.075,174msec,311
793,math2easy.com,162.144.21.149,cns2012.hostgator.com,172.978,174msec,311
794,maxeer.ir,185.50.37.144,wp18.mandegarweb.com,97.245,105msec,238
795,maxeer.ir,185.50.37.144,wp17.mandegarweb.com,97.260,95msec,238
796,maxfer.ir,148.251.131.60,ns1.mihanwebhost.com,18.697,19msec,194
797,maxfer.ir,148.251.131.60,ns2.mihanwebhost.com,18.675,18msec,194
798,mazandarane.ir,94.182.227.80,ns4.serajns.com,151.197,498msec,237
799,mazandarane.ir,94.182.227.80,ns3.serajns.com,96.810,96msec,237
800,mazrec.co.ir,152.66.246.10,dns-server.mrec.com,0.573,0msec,88
801,mba-iran.ir,176.9.195.2,ns23.pouyasazan.org,18.656,18msec,179
802,mba-iran.ir,176.9.195.1,ns24.pouyasazan.org,18.514,18msec,179
803,mehroyad.ir,185.88.153.10,ns280.phtco.com,,88msec,292
804,mehroyad.ir,185.88.153.10,ns281.phtco.com,,92msec,292
805,mehrpouyan.com,185.55.227.82,b-ir9.serverpars.com,91.370,93msec,219
806,mehrpouyan.com,185.55.227.81,a-ir9.serverpars.com,92.366,95msec,219
807,mehvar.com,69.162.96.188,ns11.mehrhost.com,140.538,141msec,291
808,mehvar.com,69.162.96.189,ns12.mehrhost.com,140.515,140msec,291
809,melico.ir,37.228.137.80,ns1.melico.ir,93.999,94msec,199
810,memariha.com,185.49.84.231,irns14.hostdl.com,,95msec,294
811,memariha.com,185.49.84.230,irns13.hostdl.com,,97msec,294
812,mertaa.ir,5.9.224.43,ns74.mylittledatacenter.com,18.750,22msec,202
813,mertaa.ir,5.9.224.43,ns73.mylittledatacenter.com,18.781,19msec,202
814,mihanagahi.com,193.47.99.3,robotns3.second-ns.com,34.303,34msec,43
815,mihanagahi.com,213.133.105.6,robotns2.second-ns.de,17.259,17msec,43
816,mihanagahi.com,213.239.242.238,ns1.first-ns.de,18.600,18msec,43
817,minerscamp.net,173.245.59.76,brett.ns.cloudflare.com,0.876,2msec,64
818,minerscamp.net,173.245.58.246,asa.ns.cloudflare.com,0.907,2msec,64
819,miveh.com,159.69.192.28,ns1.parspack.co,17.165,29msec,300
820,miveh.com,130.185.72.100,ns2.parspack.co,96.457,,
821,miveh.com,130.185.72.100,ns3.parspack.co,96.400,,
822,miveh.com,206.221.177.132,ns4.parspack.co,106.231,106msec,284
823,mizban24.net,159.69.201.84,m1.hostcpanel.me,17.288,17msec,269
824,mizban24.net,159.69.201.84,m2.hostcpanel.me,17.193,17msec,269
825,mkturbo.xyz,5.56.133.100,ns2.kakohost.com,26.113,27msec,314
826,mkturbo.xyz,5.56.133.100,ns1.kakohost.com,26.554,26msec,314
827,mmsi.ir,185.49.84.230,irns13.hostdl.com,,99msec,262
828,mmsi.ir,185.49.84.231,irns14.hostdl.com,,102msec,262
829,mndl.ir,88.99.73.229,ns2.mndl.ir,19.112,19msec,250
830,mndl.ir,88.99.73.229,ns1.mndl.ir,19.284,19msec,250
831,mobile-set.ir,195.201.12.83,pro1.maralhost.com,18.786,19msec,224
832,mobile-set.ir,195.201.12.83,pro2.maralhost.com,18.786,19msec,224
833,mod20.ir,79.127.127.66,ns1.rozblog.com,130.029,119msec,213
834,mod20.ir,79.127.127.68,ns2.rozblog.com,132.072,129msec,213
835,modirandev.com,5.61.24.24,ns1.parsdev.net,102.386,107msec,43
836,modirandev.com,5.61.28.48,ns2.parsdev.net,102.369,108msec,43
837,mohajer360.com,198.50.240.92,ns2.my-design.in,102.648,102msec,269
838,mohajer360.com,198.50.240.92,ns1.my-design.in,102.620,103msec,269
839,moricell.com,195.201.93.163,ns1.toranj.net,17.337,17msec,267
840,moricell.com,195.201.93.163,ns2.toranj.net,17.395,17msec,267
841,motoria.ir,173.245.59.41,ns2.digitalocean.com,0.878,395msec,249
842,motoria.ir,173.245.58.51,ns1.digitalocean.com,0.838,111msec,249
843,motoria.ir,198.41.222.173,ns3.digitalocean.com,0.951,1msec,249
844,mozooazad.com,185.94.97.106,ns227.mihanwebhost.com,111.489,111msec,183
845,mozooazad.com,51.255.7.236,ns228.mihanwebhost.com,18.156,18msec,183
846,mp3lyric.com,100.42.50.194,ns15.win.arvixe.com,130.049,129msec,250
847,mp3lyric.com,100.42.50.195,ns16.win.arvixe.com,122.214,128msec,250
848,mrmanto.ir,173.245.58.105,dana.ns.cloudflare.com,0.824,1msec,60
849,mrmanto.ir,173.245.59.175,hans.ns.cloudflare.com,0.854,2msec,60
850,mrmooviez1.xyz,136.243.184.227,ns5.routedns.net,18.761,19msec,333
851,mrmooviez1.xyz,136.243.184.227,ns6.routedns.net,18.758,19msec,333
852,mrppt.ir,77.238.120.147,dns29.mizbanfa.net,100.009,92msec,290
853,mrppt.ir,77.238.120.147,dns30.mizbanfa.net,99.910,95msec,290
854,mrvisitor.ir,79.143.85.119,ns2.aftabhost.com,98.756,96msec,280
855,mrvisitor.ir,79.143.85.119,ns1.aftabhost.com,98.854,91msec,280
856,mtvpersian.net,195.201.161.137,dens5.hostdl.com,,18msec,372
857,mtvpersian.net,195.201.161.139,dens6.hostdl.com,,19msec,372
858,musicbaran.net,79.127.127.66,ns1.rozblog.com,130.388,141msec,219
859,musicbaran.net,79.127.127.68,ns2.rozblog.com,131.427,129msec,219
860,mycredit.ir,5.160.71.164,ns2.mycredit.ir,,,
861,mycredit.ir,5.160.71.164,ns1.mycredit.ir,,,
862,na-iran.org,46.105.242.79,ns.netafraz.com,17.261,17msec,288
863,na-iran.org,5.9.15.85,ns2.netafraz.com,18.547,18msec,288
864,naasar.ir,5.56.135.57,ns1.naasar.ir,100.841,98msec,240
865,naasar.ir,5.56.135.57,ns2.naasar.ir,100.034,93msec,240
866,naebi.ir,88.99.179.209,ns1.irpowerweb.com,18.822,18msec,270
867,naebi.ir,88.99.179.210,ns2.irpowerweb.com,18.818,19msec,270
868,narfoamkar.com,185.10.73.234,irlinux04.iranhost.com,86.582,86msec,258
869,narfoamkar.com,185.10.73.234,irlinux03.iranhost.com,87.185,87msec,258
870,naringol.com,173.245.58.153,elinore.ns.cloudflare.com,0.878,1msec,62
871,naringol.com,173.245.59.100,alex.ns.cloudflare.com,0.865,2msec,62
872,navasan24.ir,152.66.115.1,ns2.webdata365.com,0.627,114msec,301
873,navasan24.ir,185.105.238.11,ns1.webdata365.com,101.927,97msec,241
874,negahpub.com,79.175.164.12,ns1.negahpub.com,98.722,92msec,309
875,negahpub.com,79.175.164.12,ns2.negahpub.com,98.483,94msec,309
876,netbina.com,185.143.235.253,u.ns.arvancdn.com,37.206,37msec,141
877,netbina.com,185.143.232.253,j.ns.arvancdn.com,37.216,37msec,141
878,netefe.com,176.9.12.254,ns1.dreamhost.ir,18.899,18msec,171
879,netwebco.ir,173.245.59.100,alex.ns.cloudflare.com,0.878,1msec,61
880,netwebco.ir,173.245.58.153,elinore.ns.cloudflare.com,0.859,1msec,61
881,nexbazar.com,5.160.138.115,ns2.asanwebhost.com,90.995,101msec,533
882,nexbazar.com,5.160.138.115,ns1.asanwebhost.com,91.012,102msec,533
883,nexbazar.com,5.160.138.115,ns3.asanwebhost.com,91.020,102msec,533
884,nexbazar.com,5.160.138.116,ns4.asanwebhost.com,99.178,404msec,533
885,nextacademy.ir,178.63.48.132,ns2.abtinweb.com,18.539,18msec,206
886,nextacademy.ir,46.4.33.133,ns1.abtinweb.com,18.596,18msec,206
887,nextadmin.net,185.216.33.122,ns21.azaronline.com,35.630,43msec,227
888,nextadmin.net,185.216.33.122,ns22.azaronline.com,35.612,43msec,227
889,niazfarsh.ir,52.58.78.16,ns1.webonlin.com,,,
890,niazfarsh.ir,52.58.78.16,ns2.webonlin.com,,,
891,nici.ir,185.128.81.42,ns7.parsdata.com,106.067,101msec,197
892,nici.ir,185.128.81.43,ns8.parsdata.com,102.209,110msec,197
893,nigc-gl.ir,217.218.111.8,ns1.nigc.ir,,92msec,213
894,nigc-gl.ir,217.218.111.9,ns2.nigc.ir,,95msec,213
895,nigc-khrz.ir,217.218.111.9,ns2.nigc.ir,,96msec,215
896,nigc-khrz.ir,217.218.111.8,ns1.nigc.ir,,94msec,215
897,nik.ir,152.66.246.10,N,0.667,1msec,143
898,nik.ir,152.66.246.10,N,0.657,1msec,143
899,nikanlink.com,158.58.190.162,ns2.nikanlink.com,116.646,114msec,218
900,nikanlink.com,158.58.190.162,ns1.nikanlink.com,115.586,115msec,218
901,nillkin.ir,185.129.169.128,ns1.shopfa.com,125.818,126msec,206
902,nillkin.ir,185.129.169.128,ns2.shopfa.com,126.768,125msec,206
903,nimoengine.com,93.115.150.142,dns45.mizbanfa.net,103.484,99msec,235
904,nimoengine.com,93.115.150.142,dns46.mizbanfa.net,100.388,98msec,235
905,nkhbojnord.ir,185.112.34.203,ns1.sefaresh.net,99.954,107msec,270
906,nkhbojnord.ir,185.112.34.203,ns2.sefaresh.net,99.928,113msec,270
907,nopfarsi.ir,185.143.232.253,d.ns.arvancdn.com,37.284,39msec,141
908,nopfarsi.ir,185.143.235.253,t.ns.arvancdn.com,37.146,38msec,141
909,notemusic.net,185.211.58.67,av1.7hostir.com,103.482,104msec,267
910,notemusic.net,185.211.58.67,av2.7hostir.com,103.394,98msec,267
911,novelcafe.ir,138.201.221.140,ns61.shirazwebhost.ir,18.683,18msec,310
912,novelcafe.ir,138.201.221.140,ns62.shirazwebhost.ir,18.677,18msec,310
913,nrisp.ac.ir,185.104.231.162,dns.nrisp.ac.ir,,101msec,204
914,nums.ac.ir,188.253.127.244,ns1.nums.ac.ir,137.306,,
915,nums.ac.ir,188.253.127.230,ns2.nums.ac.ir,142.328,,
916,olink.ir,144.76.118.214,ns158.mihanwebhost.com,18.585,18msec,195
917,olink.ir,144.76.118.214,ns157.mihanwebhost.com,18.638,18msec,195
918,ontimeseo.ir,91.239.55.186,ds4.gilmarketing.com,95.048,101msec,211
919,ontimeseo.ir,91.239.55.186,ds3.gilmarketing.com,95.025,96msec,211
920,onway.ir,136.243.80.123,ns116.mihanwebhost.com,18.795,19msec,262
921,onway.ir,136.243.80.123,ns115.mihanwebhost.com,18.785,18msec,262
922,orcaspl.com,78.46.34.83,ns2.hannoverit.com,18.622,18msec,273
923,orcaspl.com,144.76.63.238,ns1.hannoverit.com,18.813,19msec,273
924,orino.ir,185.94.97.2,ns147.mihanwebhost.com,112.380,111msec,238
925,orino.ir,51.254.125.81,ns148.mihanwebhost.com,17.546,18msec,238
926,pandakala.com,94.130.54.135,kw1.7hostir.com,18.756,19msec,220
927,pandakala.com,94.130.54.135,kw2.7hostir.com,18.704,19msec,220
928,paracivil.ir,158.58.190.66,ns2.poopesh.com,118.453,266msec,267
929,paracivil.ir,158.58.190.66,ns1.poopesh.com,126.765,127msec,267
930,pardakht.in,5.160.138.115,ns3.asanwebhost.com,91.018,93msec,282
931,pardakht.in,5.160.138.115,ns2.asanwebhost.com,91.010,102msec,282
932,pardakht.in,5.160.138.116,ns4.asanwebhost.com,99.184,,
933,pardakht.in,5.160.138.115,ns1.asanwebhost.com,90.974,96msec,282
934,pardissazeh.ir,144.76.172.200,ns7.abtinweb.com,19.098,23msec,288
935,pardissazeh.ir,144.76.172.200,ns8.abtinweb.com,19.109,19msec,288
936,parsawood.ir,5.9.15.85,ns2.netafraz.com,18.570,18msec,289
937,parsawood.ir,46.105.242.79,ns.netafraz.com,17.192,17msec,289
938,parsdle.ir,185.94.97.66,ns1.farsanhost.ir,113.671,112msec,276
939,parsdle.ir,185.94.97.66,ns2.farsanhost.ir,112.066,111msec,276
940,parsflash.com,88.198.130.1,sara2.irandns.com,18.813,19msec,295
941,parsflash.com,88.198.130.1,sara1.irandns.com,18.785,18msec,295
942,parskasb.com,173.245.58.199,melissa.ns.cloudflare.com,0.900,2msec,62
943,parskasb.com,173.245.59.58,albert.ns.cloudflare.com,0.998,2msec,62
944,parspalad.com,185.159.154.55,irpro1.serverpars.com,97.443,95msec,230
945,parspalad.com,185.159.154.56,irpro2.serverpars.com,94.772,95msec,230
946,parssilis.com,5.9.15.85,ns2.netafraz.com,18.612,18msec,285
947,parssilis.com,46.105.242.79,ns.netafraz.com,17.333,17msec,285
948,partian.co,173.245.58.116,gail.ns.cloudflare.com,0.883,2msec,60
949,partian.co,173.245.59.100,alex.ns.cloudflare.com,0.852,2msec,60
950,partotahvie.ir,95.217.56.52,ns4.asemanhost.com,44.363,40msec,210
951,partotahvie.ir,95.217.56.52,ns3.asemanhost.com,44.381,41msec,210
952,parvaneh.net,78.46.33.207,ns2.parvaneh.net,18.764,39msec,283
953,parvaneh.net,78.46.33.207,ns1.parvaneh.net,18.681,29msec,283
954,pedc.ir,205.204.73.170,ns7.persiantools.com,103.233,103msec,48
955,pedc.ir,205.204.73.170,ns8.persiantools.com,103.156,103msec,48
956,pentama.com,144.76.255.19,ns159.mihanwebhost.com,18.687,19msec,197
957,pentama.com,144.76.255.19,ns160.mihanwebhost.com,18.654,26msec,197
958,persian.vision,185.88.153.190,ns346.phtco.com,85.475,91msec,365
959,persian.vision,185.88.153.190,ns347.phtco.com,86.372,90msec,365
960,persianht.com,46.4.33.133,ns1.abtinweb.com,18.571,19msec,332
961,persianht.com,178.63.48.132,ns2.abtinweb.com,18.548,18msec,332
962,petiak.com,217.170.253.10,ns2.petiak.com,85.776,88msec,472
963,petiak.com,217.170.252.47,ns1.petiak.com,88.014,92msec,472
964,peymanelc.com,95.216.188.202,dns3.talahost.com,43.748,45msec,383
965,peymanelc.com,51.77.203.238,dns2.talahost.com,17.519,19msec,383
966,peymanelc.com,93.115.150.53,dns4.talahost.com,93.295,97msec,347
967,peymanelc.com,93.115.150.53,dns1.talahost.com,93.319,94msec,347
968,pfkvision.com,67.212.67.245,ns2.parsihost.com,103.311,103msec,279
969,pfkvision.com,62.193.15.134,ns9.parsihost.com,,92msec,279
970,pionix.ir,178.32.164.112,win11.irandns.com,17.305,17msec,243
971,pionix.ir,178.32.164.112,win12.irandns.com,17.355,17msec,243
972,pishfarfars.ir,,5.61.31.121,,,
973,pishgam-sms.ir,173.245.58.193,marjory.ns.cloudflare.com,0.926,2msec,64
974,pishgam-sms.ir,173.245.59.80,carter.ns.cloudflare.com,0.980,1msec,64
975,pishroapp.com,51.254.125.81,ns281.mihanwebhost.com,17.575,18msec,178
976,pishroapp.com,89.32.250.164,ns282.mihanwebhost.com,111.920,113msec,178
977,pizzadl.ir,185.211.57.58,ns2.ipeserver4.com,101.981,104msec,261
978,pizzadl.ir,185.211.57.58,ns1.ipeserver4.com,100.175,114msec,261
979,plasticyab.ir,88.99.117.201,ns11.irpowerweb.com,19.156,19msec,296
980,plasticyab.ir,88.99.117.202,ns12.irpowerweb.com,19.191,19msec,296
981,pm133.ir,77.238.120.150,dns31.mizbanfa.net,99.592,90msec,338
982,pm133.ir,77.238.120.150,dns32.mizbanfa.net,99.591,90msec,338
983,pmxpay.com,144.76.118.214,ns157.mihanwebhost.com,18.655,26msec,196
984,pmxpay.com,144.76.118.214,ns158.mihanwebhost.com,18.601,29msec,196
985,poeditor.com,205.251.195.38,ns-806.awsdns-36.net,33.626,31msec,726
986,poeditor.com,205.251.196.145,ns-1169.awsdns-18.org,7.801,8msec,726
987,poeditor.com,205.251.198.67,ns-1603.awsdns-08.co.uk,21.456,22msec,726
988,poeditor.com,205.251.193.200,ns-456.awsdns-57.com,21.051,21msec,726
989,poemcity.ir,5.9.15.85,ns2.netafraz.com,18.565,18msec,288
990,poemcity.ir,46.105.242.79,ns.netafraz.com,17.260,17msec,288
991,pokmusic.ir,173.245.59.157,dom.ns.cloudflare.com,0.874,2msec,61
992,pokmusic.ir,173.245.58.191,marge.ns.cloudflare.com,0.895,2msec,61
993,poober.com,81.95.5.141,ns2.namepooberdns.ir,,,
994,poober.com,91.98.29.172,ns1.namepooberdns.ir,,161msec,276
995,poosam.ir,78.111.2.41,ns1.sanadata.ir,104.050,99msec,230
996,poosam.ir,78.111.2.42,ns2.sanadata.ir,98.450,87msec,230
997,popmelo.ir,79.127.127.68,ns2.rozblog.com,133.157,120msec,215
998,popmelo.ir,79.127.127.66,ns1.rozblog.com,129.649,117msec,215
999,portlandco.ir,149.255.38.123,ns20.azaronline.com,26.379,27msec,270
1000,portlandco.ir,149.255.38.122,ns19.azaronline.com,26.396,26msec,270
1001,power-solar.co,87.98.135.10,maxspeed51.rayanegarco.com,24.945,25msec,273
1002,power-solar.co,87.98.135.10,maxspeed50.rayanegarco.com,24.745,24msec,273
1003,powerbi.tech,209.99.64.33,ns11033.ztomy.com,141.001,133msec,238
1004,powerbi.tech,209.99.65.33,ns21033.ztomy.com,135.815,,
1005,pranix.ir,95.156.253.173,ns1.pranix.ir,,100msec,124
1006,pro9.cf,185.171.53.125,ns3.zagrio.com,89.437,,
1007,pro9.cf,95.216.66.206,ns4.zagrio.com,43.907,,
1008,pro9.cf,185.171.53.37,ns1.zagrio.com,87.137,,
1009,pro9.cf,88.198.21.189,ns2.zagrio.com,19.340,,
1010,prodev.ir,94.130.50.7,asr1.pardishosting.net,18.751,19msec,216
1011,prodev.ir,64.79.76.22,asr2.pardishosting.net,121.819,122msec,184
1012,prozheha.ir,5.9.15.85,ns2.netafraz.com,18.593,18msec,284
1013,prozheha.ir,46.105.242.79,ns.netafraz.com,17.271,17msec,284
1014,psdmode.ir,185.187.51.4,irns16.saba.host,101.474,96msec,335
1015,psdmode.ir,185.187.51.3,irns15.saba.host,96.171,96msec,335
1016,pwcs.co.ir,67.212.67.245,ns2.parsihost.com,103.295,103msec,285
1017,pwcs.co.ir,78.157.60.6,ns67.parsihost.com,91.166,94msec,284
1018,qoqnoos.ir,185.143.235.253,u.ns.arvancdn.com,37.206,37msec,139
1019,qoqnoos.ir,185.143.232.253,a.ns.arvancdn.com,37.221,38msec,139
1020,qps.ir,152.66.246.10,N,0.697,1msec,74
1021,raaknews.com,185.141.62.178,ns11.green4service.com,13.530,27msec,261
1022,raaknews.com,185.141.62.178,ns10.green4service.com,13.487,27msec,261
1023,radiobaran.ir,95.216.92.116,ns1.mizbanwp.com,44.838,45msec,269
1024,radiobaran.ir,95.216.92.116,ns2.mizbanwp.com,45.154,44msec,269
1025,rahafilm.ir,5.144.130.130,ns2.hostiran.net,96.357,98msec,283
1026,rahafilm.ir,37.157.241.164,ns1.hostiran.net,32.009,33msec,283
1027,rahil.ir,94.182.227.17,ns2.rahil.ir,92.020,110msec,252
1028,rahil.ir,94.182.227.17,ns1.rahil.ir,91.334,124msec,252
1029,rap-3da.site,173.245.59.108,dan.ns.cloudflare.com,0.874,2msec,62
1030,rap-3da.site,173.245.58.108,dora.ns.cloudflare.com,1.050,38msec,62
1031,rasafile.ir,88.99.114.116,ns9.spaceiran.net,19.973,48msec,253
1032,rasafile.ir,88.99.114.116,ns10.spaceiran.net,18.910,51msec,253
1033,ravazadeh.com,173.245.59.126,josh.ns.cloudflare.com,0.865,2msec,63
1034,ravazadeh.com,173.245.58.125,kay.ns.cloudflare.com,0.910,2msec,63
1035,rayanik.com,94.130.95.234,res2.irpowerweb.com,18.663,19msec,254
1036,rayanik.com,94.130.95.233,res1.irpowerweb.com,18.642,18msec,254
1037,rayastor.ir,185.50.38.83,NS3.irandns.com,99.721,94msec,270
1038,rayastor.ir,79.175.164.207,ns1.irandns.com,96.609,92msec,270
1039,rayastor.ir,37.59.211.43,NS4.irandns.com,24.682,25msec,270
1040,rayastor.ir,185.116.160.33,ns2.irandns.com,99.415,104msec,270
1041,resaco.ir,173.245.58.127,lady.ns.cloudflare.com,0.925,2msec,59
1042,resaco.ir,173.245.59.101,andy.ns.cloudflare.com,0.947,2msec,59
1043,revexon.com,176.9.191.88,ns2.revexon.com,18.931,20msec,254
1044,revexon.com,176.9.191.88,ns1.revexon.com,18.930,19msec,254
1045,rojegone.ir,185.94.96.34,ns201.mihanwebhost.com,111.421,112msec,242
1046,rojegone.ir,51.255.7.236,ns202.mihanwebhost.com,17.492,18msec,40
1047,romanbaz.ir,95.216.101.21,wp22.mandegarweb.com,44.798,45msec,245
1048,romanbaz.ir,95.216.101.21,wp21.mandegarweb.com,44.779,41msec,245
1049,rosebanbox.com,178.22.123.61,dns25.mizbanfa.net,102.632,96msec,324
1050,rosebanbox.com,178.22.123.61,dns26.mizbanfa.net,99.959,96msec,324
1051,roshdsport.ir,176.9.141.245,ns2.shazinhost.ir,18.740,18msec,371
