IP,NAMESERVER,Query time,Msg size
117.135.170.109,ns3.dnsv5.com,213msec,256
162.14.18.188,ns3.dnsv5.com,4msec,256
182.140.167.191,ns3.dnsv5.com,,
52.77.238.92,ns3.dnsv5.com,5msec,256
61.151.180.52,ns4.dnsv5.com,,
59.36.120.147,ns4.dnsv5.com,242msec,272
52.198.159.146,ns4.dnsv5.com,77msec,272
125.39.213.166,ns4.dnsv5.com,204msec,272
223.166.151.126,ns4.dnsv5.com,,
18.235.54.99,ns4.dnsv5.com,317msec,272
162.14.18.121,ns4.dnsv5.com,3msec,272
182.254.20.44,ns4.dnsv5.com,281msec,272
14.215.150.13,ns4.dnsv5.com,247msec,272
180.163.19.12,ns4.dnsv5.com,,
101.226.220.12,ns4.dnsv5.com,,
173.245.59.189,kanye.ns.cloudflare.com,4msec,73
173.245.58.233,ulla.ns.cloudflare.com,7msec,72
173.245.59.168,gerald.ns.cloudflare.com,6msec,74
173.245.58.229,tia.ns.cloudflare.com,4msec,71
1163.awsdns,n,,
1562.awsdns,n,,
407.awsdns,n,,
871.awsdns,n,,
66.akam.net.,a1,,
83.akam.net.,a,,
64.akam.net.,a1,,
65.akam.net.,a1,,
67.akam.net.,a2,,
185.143.235.253,v.ns.arvancdn.com,257msec,135
96.45.80.1,ns11.constellix.com,4msec,303
46.31.236.1,ns21.constellix.com,35msec,303
43.247.170.1,ns31.constellix.com,39msec,303
96.45.81.1,ns41.constellix.net,3msec,303
46.31.237.1,ns51.constellix.net,35msec,303
43.247.171.1,ns61.constellix.net,40msec,303
cloud,n,,
cloud,n,,
cloud,n,,
cloud,n,,
173.245.59.182,jerry.ns.cloudflare.com,5msec,73
173.245.58.241,yolanda.ns.cloudflare.com,4msec,75
203.162.163.55,dns2.24h.com.vn,65msec,60
210.245.126.34,dns1.24h.com.vn,31msec,60
1285.awsdns,n,,
1831.awsdns,n,,
238.awsdns,n,,
893.awsdns,n,,
202.144.63.4,pdns.sify.net,,
202.144.63.12,sdns.sify.net,61msec,179
208.80.125.4,ns4.bodybuilding.com,35msec,215
204.13.251.2,ns4.p02.dynect.net,4msec,212
208.78.71.2,ns3.p02.dynect.net,4msec,240
204.13.250.2,ns2.p02.dynect.net,5msec,212
208.78.70.2,ns1.p02.dynect.net,4msec,240
203.104.137.1,ns1.naver.jp,69msec,154
203.104.137.9,ns2.naver.jp,70msec,154
69.36.145.33,a3.verisigndns.com,40msec,976
209.112.114.33,a2.verisigndns.com,72msec,976
209.112.113.33,a1.verisigndns.com,39msec,976
190.115.26.198,ns1.ihc.ru,239msec,99
178.248.237.118,ns1.ihc.ru,204msec,227
95.213.233.218,ns2.ihc.ru,201msec,99
91.121.54.18,ns2.ihc.ru,274msec,99
183.2.194.173,ns3.dns.com,,
121.12.104.109,ns3.dns.com,,
218.98.111.109,ns3.dns.com,,
218.98.111.173,ns3.dns.com,,
121.12.104.110,ns4.dns.com,,
218.98.111.110,ns4.dns.com,,
218.98.111.174,ns4.dns.com,,
183.2.194.174,ns4.dns.com,,
1233.awsdns,n,,
1655.awsdns,n,,
267.awsdns,n,,
710.awsdns,n,,
208.78.70.31,ns1.p31.dynect.net,4msec,240
204.74.115.1,pdns6.ultradns.co.uk,4msec,394
208.78.71.31,ns3.p31.dynect.net,4msec,240
204.74.108.1,pdns1.ultradns.net,4msec,394
204.13.251.31,ns4.p31.dynect.net,4msec,212
204.13.250.31,ns2.p31.dynect.net,4msec,212
173.245.58.132,lola.ns.cloudflare.com,4msec,72
173.245.59.133,noah.ns.cloudflare.com,4msec,72
120.awsdns,n,,
1421.awsdns,n,,
1908.awsdns,n,,
733.awsdns,n,,
2.16.40.64,use5.akam.net,271msec,86
215.akam.net.,ns,,
240.akam.net.,ns,,
23.74.25.64,eur5.akam.net,334msec,58
95.100.173.64,eur2.akam.net,241msec,58
184.26.160.64,usc2.akam.net,37msec,58
96.7.49.64,use2.akam.net,226msec,58
23.211.61.64,asia3.akam.net,4msec,59
1227.awsdns,n,,
1806.awsdns,n,,
909.awsdns,n,,
99.awsdns,n,,
1504.awsdns,n,,
1785.awsdns,n,,
50.awsdns,n,,
849.awsdns,n,,
1028.awsdns,n,,
1904.awsdns,n,,
25.awsdns,n,,
928.awsdns,n,,
23.74.25.64,eur5.akam.net,242msec,58
99.akam.net.,ns,,
184.26.161.64,usw2.akam.net,173msec,58
95.100.173.64,eur2.akam.net,218msec,58
96.7.50.64,usc3.akam.net,335msec,58
23.211.61.64,asia3.akam.net,4msec,59
184.26.160.64,usc2.akam.net,37msec,58
1275.awsdns,n,,
2010.awsdns,n,,
229.awsdns,n,,
551.awsdns,n,,
173.245.58.101,amy.ns.cloudflare.com,5msec,71
173.245.59.125,jim.ns.cloudflare.com,5msec,71
52.74.43.18,ns4.dnsv4.com,4msec,240
183.232.90.141,ns4.dnsv4.com,73msec,240
223.166.151.14,ns4.dnsv4.com,,
111.161.57.58,ns4.dnsv4.com,240msec,240
61.151.180.50,ns4.dnsv4.com,,
223.166.151.15,ns4.dnsv4.com,,
162.14.18.188,ns4.dnsv4.com,5msec,240
58.251.86.11,ns4.dnsv4.com,287msec,240
14.215.150.15,ns4.dnsv4.com,156msec,240
61.151.180.49,ns3.dnsv4.com,,
59.36.120.145,ns3.dnsv4.com,274msec,240
61.129.8.140,ns3.dnsv4.com,,
125.39.213.169,ns3.dnsv4.com,302msec,240
182.140.167.169,ns3.dnsv4.com,,
162.14.18.121,ns3.dnsv4.com,5msec,240
183.232.90.141,ns3.dnsv4.com,68msec,240
52.74.43.18,ns3.dnsv4.com,4msec,240
14.215.150.14,ns3.dnsv4.com,144msec,240
173.245.59.67,aragorn.ns.cloudflare.com,4msec,75
173.245.58.171,jessica.ns.cloudflare.com,5msec,75
66.114.55.22,ns2.cdnetdns.net,4msec,109
174.35.55.22,ns1.cdnetdns.net,4msec,109
195.2.64.38,dns1.zenon.net,253msec,172
62.113.124.4,dns1.zenon.net,230msec,172
62.113.127.4,dns1.zenon.net,248msec,172
65.akam.net.,a1,,
67.akam.net.,a,,
64.akam.net.,a,,
65.akam.net.,a,,
66.akam.net.,a1,,
88.208.5.2,ns1.topdns.me,179msec,213
46.229.175.55,ns3.topdns.me,250msec,213
88.208.36.16,ns2.topdns.me,186msec,213
173.245.58.189,liz.ns.cloudflare.com,4msec,71
173.245.59.216,noel.ns.cloudflare.com,4msec,72
auth.sprintlink.net.,ns,,
auth.sprintlink.net.,ns,,
ns1.telemail.net.,resto,,
auth.sprintlink.net.,ns,,
1450.awsdns,n,,
1691.awsdns,n,,
35.awsdns,n,,
852.awsdns,n,,
173.245.58.157,fiona.ns.cloudflare.com,4msec,73
173.245.59.170,gordon.ns.cloudflare.com,4msec,74
185.136.96.77,dns1.cloudns.net,4msec,403
185.136.98.77,dns5.cloudns.net,5msec,403
185.136.99.77,dns6.cloudns.net,37msec,403
185.136.97.77,dns2.cloudns.net,253msec,354
121.195.179.18,ns5.nease.net,213msec,292
123.58.173.177,ns1.nease.net,349msec,292
103.72.16.81,ns4.nease.net,349msec,58
220.181.36.234,ns3.nease.net,238msec,292
52.69.168.90,ns8.166.com,77msec,290
52.27.107.218,ns8.166.com,275msec,290
103.71.201.3,ns2.166.com,351msec,56
52.215.24.44,ns6.nease.net,252msec,292
92.242.43.216,ns3.gismeteo.net,261msec,143
1530.awsdns,n,,
1569.awsdns,n,,
187.awsdns,n,,
816.awsdns,n,,
156.154.67.119,pdns119.ultradns.org,254msec,396
156.154.65.119,pdns119.ultradns.net,4msec,396
156.154.66.119,pdns119.ultradns.biz,184msec,396
173.246.98.1,a.dns.gandi.net,249msec,44
213.167.229.1,b.dns.gandi.net,175msec,44
217.70.179.1,c.dns.gandi.net,199msec,44
173.245.59.86,chuck.ns.cloudflare.com,5msec,73
173.245.58.170,jasmine.ns.cloudflare.com,4msec,75
1291.awsdns,n,,
1996.awsdns,n,,
294.awsdns,n,,
996.awsdns,n,,
216.239.32.99,ns1.googledomains.com,52msec,50
216.239.34.99,ns2.googledomains.com,4msec,50
216.239.36.99,ns3.googledomains.com,50msec,50
216.239.38.99,ns4.googledomains.com,201msec,50
1472.awsdns,n,,
1753.awsdns,n,,
73.awsdns,n,,
828.awsdns,n,,
31.3.66.150,dns2.idp365.net,307msec,144
207.228.239.80,dns3.idp365.net,293msec,144
217.19.248.20,dns1.idp365.net,247msec,144
173.245.59.232,simon.ns.cloudflare.com,4msec,73
173.245.58.240,wanda.ns.cloudflare.com,4msec,73
173.245.58.103,beth.ns.cloudflare.com,4msec,72
173.245.59.139,rick.ns.cloudflare.com,4msec,72
a.root,,,
217.69.139.112,ns1.mail.ru,252msec,222
94.100.180.138,ns2.mail.ru,235msec,222
95.101.36.64,asia2.akam.net,36msec,59
61.akam.net.,ns,,
184.26.160.64,usc2.akam.net,38msec,58
168.akam.net.,ns,,
72.246.46.64,use1.akam.net,57msec,58
92.akam.net.,ns,,
95.100.173.64,eur2.akam.net,244msec,58
23.61.199.66,usw1.akam.net,28msec,58
1218.awsdns,n,,
1914.awsdns,n,,
422.awsdns,n,,
554.awsdns,n,,
kg022.ocn.ad.jp.,n,,
162.88.61.47,ns1dns.name.com,6msec,88
61.151.180.45,ns2.dnsv2.com,,
182.140.167.167,ns2.dnsv2.com,,
220.249.242.11,ns2.dnsv2.com,289msec,208
180.163.19.11,ns2.dnsv2.com,,
58.247.212.37,ns2.dnsv2.com,,
59.36.120.143,ns2.dnsv2.com,192msec,208
111.30.132.180,ns2.dnsv2.com,132msec,208
14.215.150.11,ns1.dnsv2.com,162msec,208
101.226.220.13,ns1.dnsv2.com,,
61.129.8.141,ns1.dnsv2.com,,
223.166.151.17,ns1.dnsv2.com,,
125.39.213.168,ns1.dnsv2.com,201msec,208
223.166.151.18,ns1.dnsv2.com,,
111.30.132.180,ns1.dnsv2.com,150msec,208
206.71.28.100,ns1.fisglobal.com,326msec,62
156.55.127.100,ns3.fisglobal.com,254msec,62
1385.awsdns,n,,
1925.awsdns,n,,
205.awsdns,n,,
520.awsdns,n,,
1153.awsdns,n,,
1798.awsdns,n,,
283.awsdns,n,,
947.awsdns,n,,
216.239.32.10,ns1.google.com,5msec,87
216.239.38.10,ns4.google.com,243msec,87
216.239.36.10,ns3.google.com,52msec,87
216.239.34.10,ns2.google.com,4msec,87
1502.awsdns,n,,
2013.awsdns,n,,
214.awsdns,n,,
882.awsdns,n,,
1011.awsdns,n,,
1301.awsdns,n,,
1669.awsdns,n,,
62.awsdns,n,,
173.245.59.219,owen.ns.cloudflare.com,4msec,72
173.245.58.138,pam.ns.cloudflare.com,6msec,71
173.201.78.50,pdns02.domaincontrol.com,3msec,53
97.74.110.50,pdns01.domaincontrol.com,4msec,53
48.akam.net.,a,,
65.akam.net.,a,,
64.akam.net.,a1,,
65.akam.net.,a1,,
67.akam.net.,a1,,
66.akam.net.,a1,,
cloud.nic.ru.,ns,,
cloud.nic.ru.,ns,,
l2.nic.ru.,ns,,
l2.nic.ru.,ns,,
l2.nic.ru.,ns,,
173.245.59.84,chip.ns.cloudflare.com,4msec,72
173.245.58.243,zita.ns.cloudflare.com,5msec,72
140.205.29.114,vip2.alidns.com,357msec,44
14.1.112.12,vip2.alidns.com,37msec,44
106.11.41.152,vip2.alidns.com,332msec,44
106.11.30.114,vip2.alidns.com,359msec,44
140.205.1.2,vip2.alidns.com,3msec,44
203.119.159.112,vip2.alidns.com,283msec,44
116.211.173.152,vip2.alidns.com,221msec,44
47.88.44.152,vip2.alidns.com,226msec,44
121.29.51.152,vip2.alidns.com,430msec,44
106.11.41.151,vip1.alidns.com,387msec,44
116.211.173.151,vip1.alidns.com,,
106.11.30.113,vip1.alidns.com,413msec,44
140.205.29.113,vip1.alidns.com,365msec,44
47.88.44.151,vip1.alidns.com,229msec,44
203.119.159.111,vip1.alidns.com,333msec,44
121.29.51.151,vip1.alidns.com,331msec,44
14.1.112.11,vip1.alidns.com,36msec,44
140.205.1.1,vip1.alidns.com,3msec,44
1047.awsdns,n,,
146.awsdns,n,,
1797.awsdns,n,,
916.awsdns,n,,
204.74.109.1,pdns2.ultradns.net,4msec,394
204.74.114.1,pdns5.ultradns.info,42msec,394
199.7.69.1,pdns4.ultradns.org,4msec,394
204.74.115.1,pdns6.ultradns.co.uk,3msec,394
204.74.108.1,pdns1.ultradns.net,6msec,394
199.7.68.1,pdns3.ultradns.org,276msec,394
59.36.120.143,ns2.dnsv2.com,166msec,208
111.30.132.180,ns2.dnsv2.com,222msec,208
61.151.180.45,ns2.dnsv2.com,,
182.140.167.167,ns2.dnsv2.com,,
220.249.242.11,ns2.dnsv2.com,331msec,208
180.163.19.11,ns2.dnsv2.com,,
58.247.212.37,ns2.dnsv2.com,,
223.166.151.17,ns1.dnsv2.com,,
125.39.213.168,ns1.dnsv2.com,281msec,208
223.166.151.18,ns1.dnsv2.com,,
111.30.132.180,ns1.dnsv2.com,143msec,208
14.215.150.11,ns1.dnsv2.com,166msec,208
101.226.220.13,ns1.dnsv2.com,,
61.129.8.141,ns1.dnsv2.com,,
173.245.59.158,donald.ns.cloudflare.com,9msec,74
173.245.58.182,lana.ns.cloudflare.com,6msec,72
1269.awsdns,n,,
142.awsdns,n,,
1562.awsdns,n,,
706.awsdns,n,,
97.74.104.25,ns49.domaincontrol.com,4msec,51
173.201.72.25,ns50.domaincontrol.com,3msec,51
173.245.58.100,abby.ns.cloudflare.com,4msec,72
173.245.59.107,cody.ns.cloudflare.com,5msec,72
95.100.173.64,eur2.akam.net,223msec,58
184.26.160.64,usc2.akam.net,39msec,58
23.211.132.65,usw7.akam.net,36msec,58
23.61.199.64,usw6.akam.net,23msec,58
95.100.174.64,eur3.akam.net,35msec,58
95.101.36.65,aus2.akam.net,36msec,58
194.25.225.3,dns2.telekom.de,267msec,75
194.25.0.125,pns.dtag.de,257msec,84
195.244.245.25,secondary006.dtag.net,222msec,50
194.25.225.19,dns1.telekom.de,251msec,75
106.11.211.70,dns26.hichina.com,361msec,202
106.11.211.60,dns26.hichina.com,337msec,202
106.11.141.130,dns26.hichina.com,270msec,202
106.11.141.120,dns26.hichina.com,269msec,202
140.205.41.30,dns26.hichina.com,266msec,202
140.205.41.20,dns26.hichina.com,279msec,202
140.205.81.30,dns26.hichina.com,325msec,202
140.205.81.20,dns26.hichina.com,368msec,202
106.11.211.69,dns25.hichina.com,383msec,202
106.11.211.59,dns25.hichina.com,339msec,202
106.11.141.129,dns25.hichina.com,270msec,202
106.11.141.119,dns25.hichina.com,328msec,202
140.205.41.29,dns25.hichina.com,282msec,202
140.205.41.19,dns25.hichina.com,335msec,202
140.205.81.29,dns25.hichina.com,342msec,202
140.205.81.19,dns25.hichina.com,349msec,202
72.163.5.201,ns1.cisco.com,260msec,224
173.245.59.55,aiden.ns.cloudflare.com,4msec,73
173.245.58.95,demi.ns.cloudflare.com,4msec,72
1304.awsdns,n,,
1779.awsdns,n,,
392.awsdns,n,,
624.awsdns,n,,
67.akam.net.,a,,
3.akam.net.,a,,
64.akam.net.,a,,
64.akam.net.,a,,
65.akam.net.,a2,,
66.akam.net.,a2,,
1391.awsdns,n,,
1552.awsdns,n,,
625.awsdns,n,,
91.awsdns,n,,
173.245.58.92,deb.ns.cloudflare.com,7msec,71
173.245.59.159,doug.ns.cloudflare.com,4msec,72
18.235.54.99,ns2.dnsv5.com,254msec,272
162.14.18.121,ns2.dnsv5.com,4msec,272
182.254.20.44,ns2.dnsv5.com,213msec,272
14.215.150.13,ns2.dnsv5.com,273msec,272
180.163.19.12,ns2.dnsv5.com,,
101.226.220.12,ns2.dnsv5.com,,
61.151.180.52,ns2.dnsv5.com,,
59.36.120.147,ns2.dnsv5.com,122msec,272
52.198.159.146,ns2.dnsv5.com,78msec,272
125.39.213.166,ns2.dnsv5.com,205msec,272
223.166.151.126,ns2.dnsv5.com,,
52.77.238.92,ns1.dnsv5.com,6msec,256
61.151.180.51,ns1.dnsv5.com,,
58.251.86.12,ns1.dnsv5.com,359msec,256
14.215.150.16,ns1.dnsv5.com,222msec,256
59.36.120.148,ns1.dnsv5.com,223msec,256
18.194.2.137,ns1.dnsv5.com,235msec,256
223.166.151.16,ns1.dnsv5.com,,
117.135.170.109,ns1.dnsv5.com,237msec,256
162.14.18.188,ns1.dnsv5.com,3msec,256
182.140.167.191,ns1.dnsv5.com,,
23.211.61.64,asia3.akam.net,4msec,59
2.22.230.64,eur6.akam.net,228msec,58
242.akam.net.,ns,,
95.100.173.64,eur2.akam.net,194msec,58
72.246.46.64,use1.akam.net,60msec,58
23.211.133.65,use4.akam.net,278msec,58
23.74.25.64,eur5.akam.net,327msec,58
173.245.58.121,jean.ns.cloudflare.com,4msec,72
173.245.59.146,todd.ns.cloudflare.com,4msec,72
106.11.211.70,dns28.hichina.com,380msec,202
106.11.211.60,dns28.hichina.com,,
106.11.141.130,dns28.hichina.com,347msec,202
106.11.141.120,dns28.hichina.com,325msec,202
140.205.41.30,dns28.hichina.com,355msec,202
140.205.41.20,dns28.hichina.com,305msec,202
140.205.81.30,dns28.hichina.com,270msec,202
140.205.81.20,dns28.hichina.com,329msec,202
106.11.211.69,dns27.hichina.com,276msec,202
106.11.211.59,dns27.hichina.com,292msec,202
106.11.141.129,dns27.hichina.com,380msec,202
106.11.141.119,dns27.hichina.com,343msec,202
140.205.41.29,dns27.hichina.com,383msec,202
140.205.41.19,dns27.hichina.com,323msec,202
140.205.81.29,dns27.hichina.com,355msec,202
140.205.81.19,dns27.hichina.com,322msec,202
18.235.54.99,ns2.dnsv5.com,331msec,272
162.14.18.121,ns2.dnsv5.com,8msec,272
182.254.20.44,ns2.dnsv5.com,183msec,272
14.215.150.13,ns2.dnsv5.com,252msec,272
180.163.19.12,ns2.dnsv5.com,,
101.226.220.12,ns2.dnsv5.com,,
61.151.180.52,ns2.dnsv5.com,,
59.36.120.147,ns2.dnsv5.com,177msec,272
52.198.159.146,ns2.dnsv5.com,77msec,272
125.39.213.166,ns2.dnsv5.com,266msec,272
223.166.151.126,ns2.dnsv5.com,,
52.77.238.92,ns1.dnsv5.com,7msec,256
61.151.180.51,ns1.dnsv5.com,,
58.251.86.12,ns1.dnsv5.com,288msec,256
14.215.150.16,ns1.dnsv5.com,210msec,256
59.36.120.148,ns1.dnsv5.com,215msec,256
18.194.2.137,ns1.dnsv5.com,250msec,256
223.166.151.16,ns1.dnsv5.com,,
117.135.170.109,ns1.dnsv5.com,281msec,256
162.14.18.188,ns1.dnsv5.com,3msec,256
182.140.167.191,ns1.dnsv5.com,,
173.201.79.55,pdns12.domaincontrol.com,4msec,53
97.74.111.55,pdns11.domaincontrol.com,3msec,53
180.163.19.11,ns4.dnsv2.com,,
58.247.212.37,ns4.dnsv2.com,,
59.36.120.143,ns4.dnsv2.com,116msec,208
111.30.132.180,ns4.dnsv2.com,224msec,208
61.151.180.45,ns4.dnsv2.com,,
182.140.167.167,ns4.dnsv2.com,,
220.249.242.11,ns4.dnsv2.com,336msec,208
61.129.8.141,ns3.dnsv2.com,,
223.166.151.17,ns3.dnsv2.com,,
125.39.213.168,ns3.dnsv2.com,304msec,208
223.166.151.18,ns3.dnsv2.com,,
111.30.132.180,ns3.dnsv2.com,139msec,208
14.215.150.11,ns3.dnsv2.com,220msec,208
101.226.220.13,ns3.dnsv2.com,,
67.akam.net.,a,,
65.akam.net.,a,,
64.akam.net.,a2,,
66.akam.net.,a,,
67.akam.net.,a1,,
65.akam.net.,a1,,
65.akam.net.,a1,,
148.akam.net.,a,,
64.akam.net.,a1,,
67.akam.net.,a,,
65.akam.net.,a,,
1135.awsdns,n,,
1884.awsdns,n,,
442.awsdns,n,,
672.awsdns,n,,
217.32.105.91,ns1.bt.net,362msec,137
198.51.44.8,dns1.p08.nsone.net,41msec,110
198.51.45.8,dns2.p08.nsone.net,42msec,110
198.51.44.72,dns3.p08.nsone.net,40msec,110
198.51.45.72,dns4.p08.nsone.net,40msec,110
67.akam.net.,ns,,
64.akam.net.,ns,,
67.akam.net.,ns,,
149.239.160.240,ppd00021.deutschepost.de,355msec,212
162.88.61.7,ns02.brandshelter.net,5msec,94
162.88.60.7,ns01.brandshelter.com,4msec,94
conteudo.uol.com.br.,bol.uol.com.br,,
eliot.uol.com.br.,uol.com.br,404msec,590
156.154.140.3,sdns3.ultradns.com,4msec,394
156.154.143.3,sdns3.ultradns.org,4msec,394
156.154.142.3,sdns3.ultradns.biz,70msec,394
156.154.141.3,sdns3.ultradns.net,4msec,394
198.51.44.3,dns1.p03.nsone.net,42msec,110
198.51.45.3,dns2.p03.nsone.net,39msec,110
198.51.44.67,dns3.p03.nsone.net,41msec,110
198.51.45.67,dns4.p03.nsone.net,42msec,110
vip,support.wordpress.com,,
ns1.wordpress.com.,wordpress.com,4msec,558
1005.awsdns,n,,
1142.awsdns,n,,
1879.awsdns,n,,
285.awsdns,n,,
62.108.128.10,ns10.cbsig.net,237msec,145
65.akam.net.,a1,,
62.108.129.11,ns11.cbsig.net,223msec,145
230.akam.net.,a,,
173.245.58.70,arya.ns.cloudflare.com,4msec,72
173.245.59.79,burt.ns.cloudflare.com,4msec,72
l2.nic.ru.,ns,,
cloud.nic.ru.,ns,,
cloud.nic.ru.,ns,,
l2.nic.ru.,ns,,
l2.nic.ru.,ns,,
173.245.59.128,kip.ns.cloudflare.com,5msec,71
173.245.58.185,lia.ns.cloudflare.com,4msec,71
144.160.128.140,ns2.attdns.com,256msec,287
144.160.20.47,ns3.attdns.com,236msec,287
68.94.156.150,ns5.attdns.net,220msec,43
144.160.112.22,ns1.attdns.com,323msec,287
144.160.229.11,ns4.attdns.com,338msec,287
lb.wordpress.com.,forums.wordpress.com,,
ns1.wordpress.com.,wordpress.com,4msec,558
kedc.gc.ca.,gocn,,
173.245.59.71,bart.ns.cloudflare.com,4msec,72
173.245.58.91,dara.ns.cloudflare.com,4msec,72
173.245.58.120,ivy.ns.cloudflare.com,5msec,71
173.245.59.221,peyton.ns.cloudflare.com,4msec,74
173.245.59.157,dom.ns.cloudflare.com,5msec,71
173.245.58.184,leia.ns.cloudflare.com,4msec,72
173.245.59.124,jeff.ns.cloudflare.com,6msec,72
173.245.58.133,lucy.ns.cloudflare.com,4msec,72
1078.awsdns,n,,
113.awsdns,n,,
1845.awsdns,n,,
731.awsdns,n,,
173.245.59.77,bruce.ns.cloudflare.com,3msec,73
173.245.58.85,chloe.ns.cloudflare.com,4msec,73
106.11.211.66,dns14.hichina.com,295msec,202
106.11.211.56,dns14.hichina.com,278msec,202
106.11.141.126,dns14.hichina.com,274msec,202
106.11.141.116,dns14.hichina.com,271msec,202
140.205.41.26,dns14.hichina.com,258msec,202
140.205.41.16,dns14.hichina.com,257msec,202
140.205.81.26,dns14.hichina.com,295msec,202
140.205.81.16,dns14.hichina.com,301msec,202
106.11.211.65,dns13.hichina.com,295msec,202
106.11.211.55,dns13.hichina.com,294msec,202
106.11.141.125,dns13.hichina.com,280msec,202
106.11.141.115,dns13.hichina.com,262msec,202
140.205.41.25,dns13.hichina.com,267msec,202
140.205.41.15,dns13.hichina.com,258msec,202
140.205.81.25,dns13.hichina.com,418msec,202
140.205.81.15,dns13.hichina.com,349msec,202
173.245.59.86,chuck.ns.cloudflare.com,5msec,73
173.245.58.159,grace.ns.cloudflare.com,4msec,73
1245.awsdns,n,,
1579.awsdns,n,,
281.awsdns,n,,
971.awsdns,n,,
173.245.59.191,kevin.ns.cloudflare.com,4msec,73
173.245.58.193,marjory.ns.cloudflare.com,5msec,75
1362.awsdns,n,,
1638.awsdns,n,,
294.awsdns,n,,
569.awsdns,n,,
204.13.251.6,ns4.p06.dynect.net,4msec,212
204.13.250.6,ns2.p06.dynect.net,4msec,212
208.78.71.6,ns3.p06.dynect.net,5msec,240
208.78.70.6,ns1.p06.dynect.net,5msec,240
1380.awsdns,n,,
2042.awsdns,n,,
742.awsdns,n,,
90.awsdns,n,,
dai.tmall.com.danuoyi.tbcache.com.,dai.tmall.com,,
danuoyins7.tbcache.com.,danuoyi.tbcache.com,306msec,121
a.root,,,
173.201.68.1,ns02.domaincontrol.com,4msec,51
97.74.100.1,ns01.domaincontrol.com,5msec,51
47.88.77.219,ns2.youzudns.net,255msec,177
47.89.183.67,ns1.youzudns.net,340msec,177
173.245.59.80,carter.ns.cloudflare.com,4msec,74
173.245.58.127,lady.ns.cloudflare.com,4msec,72
173.245.58.66,april.ns.cloudflare.com,4msec,73
173.245.59.228,rodney.ns.cloudflare.com,4msec,74
1046.awsdns,n,,
2023.awsdns,n,,
269.awsdns,n,,
752.awsdns,n,,
217.16.22.20,ns2.masterhost.ru,205msec,110
217.16.22.15,ns2.masterhost.ru,202msec,110
217.16.22.16,ns2.masterhost.ru,204msec,110
217.16.22.30,ns2.masterhost.ru,193msec,110
217.16.20.15,ns.masterhost.ru,307msec,137
217.16.20.30,ns.masterhost.ru,307msec,137
217.16.20.16,ns.masterhost.ru,205msec,137
217.16.20.20,ns.masterhost.ru,201msec,137
173.245.58.61,alina.ns.cloudflare.com,4msec,73
173.245.59.63,amit.ns.cloudflare.com,5msec,72
27.122.242.230,secns.lg.co.kr,81msec,109
165.243.5.15,prmns.lg.co.kr,189msec,141
1242.awsdns,n,,
1954.awsdns,n,,
295.awsdns,n,,
970.awsdns,n,,
198.51.44.8,dns1.p08.nsone.net,40msec,110
198.51.45.8,dns2.p08.nsone.net,40msec,110
198.51.44.72,dns3.p08.nsone.net,42msec,110
198.51.45.72,dns4.p08.nsone.net,40msec,110
156.154.141.3,sdns3.ultradns.net,4msec,394
156.154.140.3,sdns3.ultradns.com,6msec,394
156.154.143.3,sdns3.ultradns.org,4msec,394
156.154.142.3,sdns3.ultradns.biz,69msec,394
198.51.44.3,dns1.p03.nsone.net,60msec,110
198.51.45.3,dns2.p03.nsone.net,40msec,110
198.51.44.67,dns3.p03.nsone.net,39msec,110
198.51.45.67,dns4.p03.nsone.net,40msec,110
156.154.141.3,sdns3.ultradns.net,5msec,394
156.154.140.3,sdns3.ultradns.com,4msec,394
156.154.143.3,sdns3.ultradns.org,4msec,394
156.154.142.3,sdns3.ultradns.biz,69msec,394
198.51.44.3,dns1.p03.nsone.net,39msec,110
198.51.45.3,dns2.p03.nsone.net,39msec,110
198.51.44.67,dns3.p03.nsone.net,40msec,110
198.51.45.67,dns4.p03.nsone.net,40msec,110
173.245.59.67,aragorn.ns.cloudflare.com,4msec,75
173.245.58.159,grace.ns.cloudflare.com,4msec,73
59.36.120.144,ns4.dnsv3.com,155msec,208
125.39.213.167,ns4.dnsv3.com,222msec,208
61.151.180.48,ns4.dnsv3.com,,
52.221.20.79,ns4.dnsv3.com,5msec,208
111.30.142.18,ns4.dnsv3.com,,
180.163.19.16,ns4.dnsv3.com,,
101.226.220.15,ns4.dnsv3.com,,
52.221.20.79,ns3.dnsv3.com,5msec,208
182.140.167.168,ns3.dnsv3.com,,
111.30.142.18,ns3.dnsv3.com,,
223.166.151.13,ns3.dnsv3.com,,
220.249.242.12,ns3.dnsv3.com,386msec,208
14.215.150.12,ns3.dnsv3.com,145msec,208
61.151.180.47,ns3.dnsv3.com,,
173.245.59.225,ram.ns.cloudflare.com,5msec,71
173.245.58.244,rihana.ns.cloudflare.com,4msec,74
140.205.29.114,vip2.alidns.com,273msec,44
14.1.112.12,vip2.alidns.com,36msec,44
106.11.41.152,vip2.alidns.com,336msec,44
106.11.30.114,vip2.alidns.com,359msec,44
140.205.1.2,vip2.alidns.com,4msec,44
203.119.159.112,vip2.alidns.com,303msec,44
116.211.173.152,vip2.alidns.com,166msec,44
47.88.44.152,vip2.alidns.com,247msec,44
121.29.51.152,vip2.alidns.com,427msec,44
106.11.41.151,vip1.alidns.com,349msec,44
116.211.173.151,vip1.alidns.com,269msec,44
106.11.30.113,vip1.alidns.com,354msec,44
