IP,NAMESERVER,Query time,Msg size
47.88.44.151,vip1.alidns.com,196msec,44
203.119.159.111,vip1.alidns.com,246msec,44
121.29.51.151,vip1.alidns.com,349msec,44
14.1.112.11,vip1.alidns.com,37msec,44
140.205.1.1,vip1.alidns.com,3msec,44
198.51.44.69,dns3.p05.nsone.net,41msec,110
198.51.45.69,dns4.p05.nsone.net,41msec,110
208.78.71.30,ns3.p30.dynect.net,4msec,240
198.51.45.5,dns2.p05.nsone.net,40msec,110
204.13.250.30,ns2.p30.dynect.net,4msec,212
208.78.70.30,ns1.p30.dynect.net,4msec,240
204.13.251.30,ns4.p30.dynect.net,3msec,212
198.51.44.5,dns1.p05.nsone.net,40msec,110
1162.awsdns,n,,
1973.awsdns,n,,
276.awsdns,n,,
528.awsdns,n,,
95.100.173.64,eur2.akam.net,160msec,58
72.246.46.64,use1.akam.net,56msec,58
2.16.130.64,eur1.akam.net,75msec,58
184.26.160.64,usc2.akam.net,38msec,58
23.211.61.64,asia3.akam.net,3msec,59
184.26.161.64,usw2.akam.net,161msec,58
65.akam.net.,a,,
65.akam.net.,a1,,
64.akam.net.,a2,,
67.akam.net.,a,,
66.akam.net.,a1,,
92.akam.net.,a,,
144.76.252.236,ns2.ipserver.su,260msec,108
1067.awsdns,n,,
1555.awsdns,n,,
53.awsdns,n,,
990.awsdns,n,,
173.245.59.88,clay.ns.cloudflare.com,4msec,72
173.245.58.231,tori.ns.cloudflare.com,4msec,72
1416.awsdns,n,,
1976.awsdns,n,,
462.awsdns,n,,
683.awsdns,n,,
88.208.5.2,ns1.topdns.me,257msec,213
46.229.175.55,ns3.topdns.me,347msec,213
88.208.36.16,ns2.topdns.me,176msec,213
185.136.97.96,pns22.cloudns.net,251msec,404
185.136.99.96,pns24.cloudns.net,36msec,404
185.136.98.96,pns23.cloudns.net,4msec,404
185.136.96.96,pns21.cloudns.net,4msec,404
173.245.58.178,karina.ns.cloudflare.com,5msec,74
173.245.59.148,walt.ns.cloudflare.com,4msec,72
173.245.59.73,beau.ns.cloudflare.com,4msec,72
173.245.58.79,candy.ns.cloudflare.com,4msec,73
ns1.google.com.,withgoogle.com,4msec,540
as.net.,ns1.cablene,,
208.80.126.2,ns2.dnsmadeeasy.com,38msec,416
208.80.127.2,ns4.dnsmadeeasy.com,40msec,416
208.94.148.2,ns0.dnsmadeeasy.com,4msec,416
208.80.124.2,ns1.dnsmadeeasy.com,35msec,416
208.80.125.2,ns3.dnsmadeeasy.com,35msec,416
209.112.114.33,a2.verisigndns.com,72msec,976
209.112.113.33,a1.verisigndns.com,41msec,976
156.154.67.149,pdns149.ultradns.org,178msec,396
69.36.145.33,a3.verisigndns.com,42msec,976
101.awsdns,n,,
1389.awsdns,n,,
1950.awsdns,n,,
759.awsdns,n,,
111.awsdns,n,,
1480.awsdns,n,,
1759.awsdns,n,,
755.awsdns,n,,
1461.awsdns,n,,
1828.awsdns,n,,
657.awsdns,n,,
93.awsdns,n,,
63.akam.net.,a,,
67.akam.net.,a,,
64.akam.net.,a,,
64.akam.net.,a1,,
66.akam.net.,a,,
65.akam.net.,a2,,
208.78.71.48,ns3.p48.dynect.net,5msec,240
173.245.59.171,graham.ns.cloudflare.com,4msec,74
173.245.58.197,megan.ns.cloudflare.com,4msec,73
151.99.125.4,dns3.interbusiness.it,266msec,50
80.22.52.130,dns4.interbusiness.it,251msec,50
61.151.180.49,ns3.dnsv4.com,,
59.36.120.145,ns3.dnsv4.com,94msec,240
61.129.8.140,ns3.dnsv4.com,,
125.39.213.169,ns3.dnsv4.com,198msec,240
182.140.167.169,ns3.dnsv4.com,,
162.14.18.121,ns3.dnsv4.com,4msec,240
183.232.90.141,ns3.dnsv4.com,48msec,240
52.74.43.18,ns3.dnsv4.com,4msec,240
14.215.150.14,ns3.dnsv4.com,98msec,240
52.74.43.18,ns4.dnsv4.com,4msec,240
183.232.90.141,ns4.dnsv4.com,45msec,240
223.166.151.14,ns4.dnsv4.com,,
111.161.57.58,ns4.dnsv4.com,237msec,240
61.151.180.50,ns4.dnsv4.com,,
223.166.151.15,ns4.dnsv4.com,,
162.14.18.188,ns4.dnsv4.com,4msec,240
58.251.86.11,ns4.dnsv4.com,331msec,240
14.215.150.15,ns4.dnsv4.com,221msec,240
1208.awsdns,n,,
2022.awsdns,n,,
260.awsdns,n,,
627.awsdns,n,,
52.221.20.79,ns2.dnsv3.com,4msec,208
111.30.142.18,ns2.dnsv3.com,,
180.163.19.16,ns2.dnsv3.com,,
101.226.220.15,ns2.dnsv3.com,,
59.36.120.144,ns2.dnsv3.com,96msec,208
125.39.213.167,ns2.dnsv3.com,261msec,208
61.151.180.48,ns2.dnsv3.com,,
111.30.142.18,ns1.dnsv3.com,,
223.166.151.13,ns1.dnsv3.com,,
220.249.242.12,ns1.dnsv3.com,320msec,208
14.215.150.12,ns1.dnsv3.com,242msec,208
61.151.180.47,ns1.dnsv3.com,,
52.221.20.79,ns1.dnsv3.com,5msec,208
182.140.167.168,ns1.dnsv3.com,,
1084.awsdns,n,,
1829.awsdns,n,,
337.awsdns,n,,
993.awsdns,n,,
204.13.250.10,ns2.p10.dynect.net,4msec,212
208.78.71.10,ns3.p10.dynect.net,4msec,240
207.230.136.194,dns2.clearchannel.com,273msec,183
207.230.136.193,dns1.clearchannel.com,333msec,183
208.78.70.10,ns1.p10.dynect.net,4msec,240
204.13.251.10,ns4.p10.dynect.net,4msec,212
207.230.144.18,ns1.clearchannel.com,216msec,183
106.11.211.68,dns22.hichina.com,309msec,202
106.11.211.58,dns22.hichina.com,279msec,202
106.11.141.128,dns22.hichina.com,272msec,202
106.11.141.118,dns22.hichina.com,348msec,202
140.205.41.28,dns22.hichina.com,252msec,202
140.205.41.18,dns22.hichina.com,323msec,202
140.205.81.28,dns22.hichina.com,348msec,202
140.205.81.18,dns22.hichina.com,249msec,202
106.11.211.67,dns21.hichina.com,337msec,202
106.11.211.57,dns21.hichina.com,341msec,202
106.11.141.127,dns21.hichina.com,294msec,202
106.11.141.117,dns21.hichina.com,299msec,202
140.205.41.27,dns21.hichina.com,253msec,202
140.205.41.17,dns21.hichina.com,239msec,202
140.205.81.27,dns21.hichina.com,284msec,202
140.205.81.17,dns21.hichina.com,250msec,202
1248.awsdns,n,,
176.awsdns,n,,
1889.awsdns,n,,
542.awsdns,n,,
173.245.58.94,dell.ns.cloudflare.com,5msec,72
173.245.59.181,jerome.ns.cloudflare.com,3msec,74
ns11.bigwww.com.,haoyer.com,255msec,55
1071.awsdns,n,,
2042.awsdns,n,,
231.awsdns,n,,
785.awsdns,n,,
1087.awsdns,n,,
1924.awsdns,n,,
321.awsdns,n,,
753.awsdns,n,,
198.41.222.254,dns2.easydns.net,170msec,89
64.68.192.10,dns1.easydns.com,4msec,89
64.68.196.10,dns3.easydns.ca,36msec,60
1and1.ui,n,,
1and1.ui,n,,
1and1.ui,n,,
204.13.251.20,ns4.p20.dynect.net,4msec,212
204.13.250.20,ns2.p20.dynect.net,4msec,212
208.78.71.20,ns3.p20.dynect.net,4msec,240
208.78.70.20,ns1.p20.dynect.net,3msec,240
131.awsdns,n,,
1414.awsdns,n,,
1588.awsdns,n,,
598.awsdns,n,,
173.245.59.87,clark.ns.cloudflare.com,5msec,73
173.245.58.144,sara.ns.cloudflare.com,4msec,72
ip.com.,ns1.n,,
ip.com.,ns2.n,,
192.87.36.2,ns2.surfnet.nl,192msec,448
ip.com.,ns3.n,,
ip.com.,ns4.n,,
1017.awsdns,n,,
1207.awsdns,n,,
1822.awsdns,n,,
36.awsdns,n,,
66.114.55.22,ns2.cdnetdns.net,6msec,109
174.35.55.22,ns1.cdnetdns.net,3msec,109
69.36.145.33,ns3.dnsvisa.com,46msec,142
209.112.114.33,ns2.dnsvisa.com,72msec,142
209.112.113.33,ns1.dnsvisa.com,43msec,142
173.245.59.193,kurt.ns.cloudflare.com,4msec,72
173.245.58.127,lady.ns.cloudflare.com,5msec,72
67.akam.net.,a1,,
64.akam.net.,a1,,
204.13.250.28,ns2.p28.dynect.net,4msec,212
66.akam.net.,a1,,
208.78.70.28,ns1.p28.dynect.net,4msec,240
204.13.251.28,ns4.p28.dynect.net,4msec,212
41.akam.net.,a,,
208.78.71.28,ns3.p28.dynect.net,4msec,240
185.49.84.242,irns15.hostdl.com,265msec,194
204.74.115.1,pdns6.ultradns.co.uk,4msec,394
208.78.71.10,ns3.p10.dynect.net,4msec,240
208.78.70.10,ns1.p10.dynect.net,4msec,240
204.13.250.10,ns2.p10.dynect.net,4msec,212
204.74.108.1,pdns1.ultradns.net,4msec,394
199.7.68.1,pdns3.ultradns.org,178msec,394
204.74.109.1,pdns2.ultradns.net,4msec,394
199.7.69.1,pdns4.ultradns.org,4msec,394
204.74.114.1,pdns5.ultradns.info,39msec,394
204.13.251.10,ns4.p10.dynect.net,4msec,212
162.159.27.72,ns1.linode.com,276msec,349
162.159.25.129,ns3.linode.com,335msec,349
162.159.26.99,ns4.linode.com,232msec,349
162.159.24.25,ns5.linode.com,241msec,349
162.159.24.39,ns2.linode.com,220msec,349
111.161.57.77,f1g1ns1.dnspod.net,255msec,229
14.215.155.156,f1g1ns1.dnspod.net,248msec,229
14.215.155.170,f1g1ns1.dnspod.net,94msec,229
180.163.19.15,f1g1ns1.dnspod.net,,
182.140.167.166,f1g1ns1.dnspod.net,,
14.215.150.17,f1g1ns1.dnspod.net,95msec,229
61.151.180.44,f1g1ns1.dnspod.net,,
58.247.212.36,f1g1ns1.dnspod.net,,
61.129.8.159,f1g1ns2.dnspod.net,,
111.161.57.81,f1g1ns2.dnspod.net,338msec,229
14.215.155.203,f1g1ns2.dnspod.net,98msec,229
58.247.212.48,f1g1ns2.dnspod.net,237msec,229
58.247.212.119,f1g1ns2.dnspod.net,230msec,229
183.192.201.90,f1g1ns2.dnspod.net,,
182.140.167.188,f1g1ns2.dnspod.net,,
101.226.220.16,f1g1ns2.dnspod.net,,
65.61.188.4,ns2.rackspace.com,254msec,109
69.20.95.4,ns.rackspace.com,323msec,109
198.181.116.5,ns1.automattic.com,5msec,91
192.0.74.5,ns3.automattic.com,5msec,91
198.181.117.5,ns2.automattic.com,4msec,91
192.0.75.5,ns4.automattic.com,4msec,91
173.245.58.65,angela.ns.cloudflare.com,4msec,74
173.245.59.182,jerry.ns.cloudflare.com,5msec,73
14.215.155.156,f1g1ns1.dnspod.net,164msec,229
14.215.155.170,f1g1ns1.dnspod.net,99msec,229
180.163.19.15,f1g1ns1.dnspod.net,,
182.140.167.166,f1g1ns1.dnspod.net,,
14.215.150.17,f1g1ns1.dnspod.net,93msec,229
61.151.180.44,f1g1ns1.dnspod.net,,
58.247.212.36,f1g1ns1.dnspod.net,,
111.161.57.77,f1g1ns1.dnspod.net,260msec,229
14.215.155.203,f1g1ns2.dnspod.net,96msec,229
58.247.212.48,f1g1ns2.dnspod.net,243msec,229
58.247.212.119,f1g1ns2.dnspod.net,268msec,229
183.192.201.90,f1g1ns2.dnspod.net,,
182.140.167.188,f1g1ns2.dnspod.net,,
101.226.220.16,f1g1ns2.dnspod.net,,
61.129.8.159,f1g1ns2.dnspod.net,,
111.161.57.81,f1g1ns2.dnspod.net,266msec,229
1370.awsdns,n,,
164.awsdns,n,,
1799.awsdns,n,,
850.awsdns,n,,
123.176.37.108,ns2.actcorp.co.in,49msec,104
202.83.21.5,ns1.actcorp.co.in,42msec,104
69.36.145.33,a3.verisigndns.com,41msec,976
209.112.114.33,a2.verisigndns.com,70msec,976
209.112.113.33,a1.verisigndns.com,39msec,976
173.245.59.112,eric.ns.cloudflare.com,5msec,72
173.245.58.124,kate.ns.cloudflare.com,5msec,72
64.68.196.10,dns3.easydns.org,35msec,89
198.41.222.254,dns2.easydns.net,171msec,89
64.68.192.10,dns1.easydns.com,4msec,89
64.68.197.10,dns4.easydns.info,4msec,90
searchfxnet,gosearchresults.com,,
east,u,,
202.138.96.2,ns1.rilinfo.net,98msec,108
202.138.103.100,ns2.rilinfo.net,77msec,108
31.220.23.1,ns2.hostinger.com,204msec,62
173.192.183.247,ns3.hostinger.com,153msec,62
31.170.163.241,ns1.hostinger.com,307msec,102
173.245.59.88,clay.ns.cloudflare.com,4msec,72
173.245.58.142,roxy.ns.cloudflare.com,4msec,72
173.245.58.71,ashley.ns.cloudflare.com,5msec,74
173.245.59.223,plato.ns.cloudflare.com,5msec,73
zone.ca.,ns1.,,
zone.ca.,ns2.,,
cloud,n,,
cloud,n,,
cloud,n,,
cloud,n,,
173.201.72.25,ns50.domaincontrol.com,4msec,51
97.74.104.25,ns49.domaincontrol.com,4msec,51
61.129.8.159,f1g1ns2.dnspod.net,,
111.161.57.81,f1g1ns2.dnspod.net,247msec,229
14.215.155.203,f1g1ns2.dnspod.net,92msec,229
58.247.212.48,f1g1ns2.dnspod.net,274msec,229
58.247.212.119,f1g1ns2.dnspod.net,233msec,229
183.192.201.90,f1g1ns2.dnspod.net,,
182.140.167.188,f1g1ns2.dnspod.net,,
101.226.220.16,f1g1ns2.dnspod.net,,
111.161.57.77,f1g1ns1.dnspod.net,226msec,229
14.215.155.156,f1g1ns1.dnspod.net,,
14.215.155.170,f1g1ns1.dnspod.net,98msec,229
180.163.19.15,f1g1ns1.dnspod.net,,
182.140.167.166,f1g1ns1.dnspod.net,,
14.215.150.17,f1g1ns1.dnspod.net,93msec,229
61.151.180.44,f1g1ns1.dnspod.net,,
58.247.212.36,f1g1ns1.dnspod.net,,
173.245.59.106,carl.ns.cloudflare.com,5msec,72
173.245.58.94,dell.ns.cloudflare.com,4msec,72
65.akam.net.,a,,
67.akam.net.,a,,
66.akam.net.,a,,
250.akam.net.,a,,
64.akam.net.,a1,,
67.akam.net.,a1,,
1032.awsdns,n,,
1700.awsdns,n,,
456.awsdns,n,,
775.awsdns,n,,
173.245.59.159,doug.ns.cloudflare.com,5msec,72
173.245.58.141,rose.ns.cloudflare.com,6msec,72
97.74.102.3,ns05.domaincontrol.com,5msec,51
173.201.70.3,ns06.domaincontrol.com,3msec,51
208.78.71.29,ns3.p29.dynect.net,4msec,240
204.13.250.29,ns2.p29.dynect.net,4msec,212
204.13.251.29,ns4.p29.dynect.net,4msec,212
208.78.70.29,ns1.p29.dynect.net,5msec,240
65.akam.net.,a,,
64.akam.net.,a,,
66.akam.net.,a2,,
65.akam.net.,a1,,
67.akam.net.,a,,
106.11.211.68,dns20.hichina.com,346msec,202
106.11.211.58,dns20.hichina.com,347msec,202
106.11.141.128,dns20.hichina.com,253msec,202
106.11.141.118,dns20.hichina.com,341msec,202
140.205.41.28,dns20.hichina.com,253msec,202
140.205.41.18,dns20.hichina.com,238msec,202
140.205.81.28,dns20.hichina.com,253msec,202
140.205.81.18,dns20.hichina.com,337msec,202
106.11.211.67,dns19.hichina.com,367msec,202
106.11.211.57,dns19.hichina.com,284msec,202
106.11.141.127,dns19.hichina.com,237msec,202
106.11.141.117,dns19.hichina.com,247msec,202
140.205.41.27,dns19.hichina.com,294msec,202
140.205.41.17,dns19.hichina.com,334msec,202
140.205.81.27,dns19.hichina.com,397msec,202
140.205.81.17,dns19.hichina.com,375msec,202
147.akam.net.,a,,
64.akam.net.,a,,
65.akam.net.,a,,
67.akam.net.,a2,,
66.akam.net.,a,,
66.akam.net.,a1,,
173.245.58.139,pat.ns.cloudflare.com,5msec,71
173.245.59.146,todd.ns.cloudflare.com,4msec,72
8.20.241.1,ns1.dnsbycomodo.net,4msec,105
8.20.243.2,ns4.dnsbycomodo.net,6msec,109
8.20.241.2,ns3.dnsbycomodo.net,4msec,109
8.20.243.1,ns2.dnsbycomodo.net,7msec,109
185.136.97.96,pns22.cloudns.net,255msec,404
185.136.96.96,pns21.cloudns.net,3msec,404
185.136.98.96,pns23.cloudns.net,4msec,404
185.136.99.96,pns24.cloudns.net,36msec,404
213.180.204.213,dns1.yandex.net,307msec,44
93.158.134.213,dns2.yandex.net,312msec,44
ns04.ate.info.,at,,
173.201.77.20,ns40.domaincontrol.com,4msec,51
97.74.109.20,ns39.domaincontrol.com,4msec,51
1194.awsdns,n,,
1755.awsdns,n,,
229.awsdns,n,,
919.awsdns,n,,
1033.awsdns,n,,
108.awsdns,n,,
1951.awsdns,n,,
887.awsdns,n,,
173.245.59.182,jerry.ns.cloudflare.com,4msec,73
173.245.58.149,zoe.ns.cloudflare.com,4msec,71
tv.com.,ns1.re,,
210.188.201.246,ns2.xserver.jp,74msec,80
157.112.182.225,ns2.xserver.jp,75msec,80
157.112.182.221,ns2.xserver.jp,74msec,80
219.94.200.170,ns1.xserver.jp,73msec,80
219.94.200.246,ns1.xserver.jp,73msec,80
219.94.200.164,ns1.xserver.jp,81msec,80
198.51.44.7,dns1.p07.nsone.net,41msec,110
198.51.45.7,dns2.p07.nsone.net,41msec,110
198.51.44.71,dns3.p07.nsone.net,40msec,110
198.51.45.71,dns4.p07.nsone.net,44msec,110
162.88.2.12,ns1.p74.dynect.net,4msec,240
162.88.18.12,ns2.p74.dynect.net,5msec,240
162.88.34.12,ns3.p74.dynect.net,4msec,240
162.88.50.12,ns4.p74.dynect.net,4msec,240
173.245.59.103,ben.ns.cloudflare.com,4msec,71
173.245.58.117,gina.ns.cloudflare.com,5msec,72
173.245.59.78,buck.ns.cloudflare.com,5msec,72
173.245.58.173,joan.ns.cloudflare.com,4msec,72
1463.awsdns,n,,
1734.awsdns,n,,
393.awsdns,n,,
973.awsdns,n,,
61.151.180.51,ns3.dnsv5.com,,
58.251.86.12,ns3.dnsv5.com,267msec,256
14.215.150.16,ns3.dnsv5.com,257msec,256
59.36.120.148,ns3.dnsv5.com,92msec,256
18.194.2.137,ns3.dnsv5.com,252msec,256
223.166.151.16,ns3.dnsv5.com,,
117.135.170.109,ns3.dnsv5.com,225msec,256
162.14.18.188,ns3.dnsv5.com,3msec,256
182.140.167.191,ns3.dnsv5.com,,
52.77.238.92,ns3.dnsv5.com,5msec,256
61.151.180.52,ns4.dnsv5.com,,
59.36.120.147,ns4.dnsv5.com,196msec,272
52.198.159.146,ns4.dnsv5.com,77msec,272
125.39.213.166,ns4.dnsv5.com,277msec,272
223.166.151.126,ns4.dnsv5.com,,
18.235.54.99,ns4.dnsv5.com,248msec,272
162.14.18.121,ns4.dnsv5.com,3msec,272
182.254.20.44,ns4.dnsv5.com,189msec,272
14.215.150.13,ns4.dnsv5.com,251msec,272
180.163.19.12,ns4.dnsv5.com,,
101.226.220.12,ns4.dnsv5.com,,
176.99.13.15,ns1.reg.ru,253msec,195
194.58.117.11,ns1.reg.ru,210msec,195
176.99.13.17,ns1.reg.ru,247msec,195
194.58.117.13,ns1.reg.ru,220msec,195
176.99.13.11,ns1.reg.ru,207msec,195
176.99.13.13,ns1.reg.ru,283msec,195
194.58.117.17,ns1.reg.ru,306msec,195
194.58.117.15,ns1.reg.ru,307msec,195
194.58.117.18,ns2.reg.ru,198msec,195
176.99.13.18,ns2.reg.ru,226msec,195
194.58.117.14,ns2.reg.ru,207msec,195
176.99.13.16,ns2.reg.ru,234msec,195
176.99.13.12,ns2.reg.ru,244msec,195
194.58.117.12,ns2.reg.ru,307msec,195
176.99.13.14,ns2.reg.ru,288msec,195
194.58.117.16,ns2.reg.ru,307msec,195
1042.awsdns,n,,
1872.awsdns,n,,
209.awsdns,n,,
982.awsdns,n,,
162.159.24.242,mdns5.hostwindsdns.com,4msec,72
162.159.25.110,mdns6.hostwindsdns.com,4msec,72
1130.awsdns,n,,
1990.awsdns,n,,
202.awsdns,n,,
853.awsdns,n,,
61.151.180.52,ns4.dnsv5.com,,
59.36.120.147,ns4.dnsv5.com,96msec,272
52.198.159.146,ns4.dnsv5.com,78msec,272
125.39.213.166,ns4.dnsv5.com,228msec,272
223.166.151.126,ns4.dnsv5.com,,
18.235.54.99,ns4.dnsv5.com,241msec,272
162.14.18.121,ns4.dnsv5.com,4msec,272
182.254.20.44,ns4.dnsv5.com,231msec,272
14.215.150.13,ns4.dnsv5.com,219msec,272
180.163.19.12,ns4.dnsv5.com,,
101.226.220.12,ns4.dnsv5.com,,
61.151.180.51,ns3.dnsv5.com,,
58.251.86.12,ns3.dnsv5.com,279msec,256
14.215.150.16,ns3.dnsv5.com,147msec,256
59.36.120.148,ns3.dnsv5.com,145msec,256
18.194.2.137,ns3.dnsv5.com,241msec,256
223.166.151.16,ns3.dnsv5.com,,
117.135.170.109,ns3.dnsv5.com,137msec,256
162.14.18.188,ns3.dnsv5.com,3msec,256
182.140.167.191,ns3.dnsv5.com,,
52.77.238.92,ns3.dnsv5.com,5msec,256
173.245.59.133,noah.ns.cloudflare.com,14msec,72
173.245.58.142,roxy.ns.cloudflare.com,4msec,72
1345.awsdns,n,,
1714.awsdns,n,,
413.awsdns,n,,
577.awsdns,n,,
209.112.114.33,k4.nstld.com,73msec,41
69.36.145.33,h4.nstld.com,40msec,41
69.36.145.33,j4.nstld.com,41msec,41
69.36.145.33,g4.nstld.com,39msec,41
209.112.114.33,f4.nstld.com,72msec,41
209.112.113.33,l4.nstld.com,39msec,41
209.112.113.33,a4.nstld.com,41msec,41
cloud.nic.ru.,ns,,
l2.nic.ru.,ns,,
l2.nic.ru.,ns,,
l2.nic.ru.,ns,,
cloud.nic.ru.,ns,,
195.253.64.5,anycast1.irondns.net,218msec,93
208.94.148.13,ns5.dnsmadeeasy.com,3msec,464
195.253.65.5,anycast2.irondns.net,5msec,93
95.100.173.64,eur2.akam.net,259msec,58
125.akam.net.,ns,,
25.akam.net.,ns,,
23.74.25.64,eur5.akam.net,274msec,58
2.22.230.64,eur6.akam.net,206msec,58
1523.awsdns,n,,
1891.awsdns,n,,
211.awsdns,n,,
626.awsdns,n,,
1249.awsdns,n,,
1995.awsdns,n,,
432.awsdns,n,,
899.awsdns,n,,
ns17.xincache.com.,topfo.com,254msec,99
1294.awsdns,n,,
1987.awsdns,n,,
397.awsdns,n,,
849.awsdns,n,,
173.245.59.164,ernest.ns.cloudflare.com,4msec,74
173.245.58.137,olga.ns.cloudflare.com,5msec,72
76.223.21.9,ns2.parkingcrew.net,77msec,37
13.248.158.159,ns1.parkingcrew.net,79msec,37
173.245.59.84,chip.ns.cloudflare.com,4msec,72
173.245.58.217,reza.ns.cloudflare.com,5msec,72
1275.awsdns,n,,
19.awsdns,n,,
1946.awsdns,n,,
729.awsdns,n,,
164.100.14.3,ns1.nic.in,78msec,420
164.100.2.11,ns7.nic.in,49msec,39
164.100.10.18,ns2.nic.in,80msec,39
1484.awsdns,n,,
1765.awsdns,n,,
312.awsdns,n,,
628.awsdns,n,,
82.194.64.51,dns4.canaldominios.com,268msec,40
131.akam.net.,a,,
65.akam.net.,a,,
67.akam.net.,a2,,
66.akam.net.,a,,
64.akam.net.,a,,
66.akam.net.,a1,,
cloud.nic.ru.,ns,,
cloud.nic.ru.,ns,,
l2.nic.ru.,ns,,
l2.nic.ru.,ns,,
l2.nic.ru.,ns,,
66.akam.net.,a2,,
64.akam.net.,a,,
65.akam.net.,a2,,
64.akam.net.,a,,
233.akam.net.,a,,
67.akam.net.,a,,
89.107.176.66,dnsbbva1.bbvamovil.com,261msec,67
ns,github.io,,
1484.awsdns,n,,
1863.awsdns,n,,
194.awsdns,n,,
605.awsdns,n,,
202.155.132.18,ns3.antara.net.id,19msec,144
208.78.70.30,ns1.p30.dynect.net,4msec,240
204.13.251.30,ns4.p30.dynect.net,5msec,212
204.13.250.30,ns2.p30.dynect.net,12msec,212
208.78.71.30,ns3.p30.dynect.net,7msec,240
141.92.26.5,ns9.lloydsbanking.com,223msec,243
208.78.71.142,ns7.lloydsbanking.com,4msec,387
plus.net.,ns1.i,,
one,a.,,
one,b.,,
173.245.59.114,gabe.ns.cloudflare.com,5msec,72
173.245.58.222,sima.ns.cloudflare.com,4msec,72
170.33.24.74,vip4.alidns.com,6msec,44
140.205.1.6,vip4.alidns.com,4msec,44
14.1.112.22,vip4.alidns.com,37msec,44
170.33.23.14,vip4.alidns.com,310msec,44
170.33.24.73,vip3.alidns.com,3msec,44
140.205.1.5,vip3.alidns.com,3msec,44
14.1.112.21,vip3.alidns.com,37msec,44
170.33.23.13,vip3.alidns.com,306msec,44
195.7.227.1,ns2.register.it,200msec,60
195.110.124.140,ns1.register.it,332msec,60
173.245.58.123,kara.ns.cloudflare.com,5msec,72
173.245.59.247,west.ns.cloudflare.com,6msec,72
173.245.58.179,kia.ns.cloudflare.com,4msec,71
173.245.59.150,woz.ns.cloudflare.com,4msec,71
1275.awsdns,n,,
1972.awsdns,n,,
34.awsdns,n,,
883.awsdns,n,,
1124.awsdns,n,,
1756.awsdns,n,,
408.awsdns,n,,
832.awsdns,n,,
173.245.59.62,amir.ns.cloudflare.com,4msec,72
173.245.58.68,aria.ns.cloudflare.com,4msec,72
173.245.58.129,leah.ns.cloudflare.com,4msec,72
173.245.59.133,noah.ns.cloudflare.com,4msec,72
162.88.60.7,ns01.brandshelter.com,4msec,94
162.88.61.7,ns02.brandshelter.net,4msec,94
188.165.164.191,ns2.brandshelter.de,302msec,544
192.95.19.131,ns4.brandshelter.net,234msec,544
192.95.17.188,ns5.brandshelter.us,251msec,544
94.23.156.156,ns3.brandshelter.info,165msec,544
46.105.207.200,ns200.anycast.me,,
46.105.206.200,dns200.anycast.me,,
servers.com.,pdns1.registra,,
servers.com.,pdns2.registra,,
173.245.58.104,coco.ns.cloudflare.com,4msec,72
173.245.59.136,pete.ns.cloudflare.com,4msec,72
1353.awsdns,n,,
1776.awsdns,n,,
391.awsdns,n,,
632.awsdns,n,,
github.map.fastly.net.,raw.githubusercontent.com,,
ns1.fastly.net.,fastly.net,4msec,231
65.akam.net.,a1,,
66.akam.net.,a1,,
67.akam.net.,a2,,
64.akam.net.,a,,
58.akam.net.,a,,
65.akam.net.,a,,
1313.awsdns,n,,
1991.awsdns,n,,
34.awsdns,n,,
647.awsdns,n,,
173.245.58.80,carol.ns.cloudflare.com,5msec,73
173.245.59.96,damon.ns.cloudflare.com,4msec,73
185.136.96.96,pns21.cloudns.net,5msec,404
185.136.97.96,pns22.cloudns.net,277msec,404
1387.awsdns,n,,
1729.awsdns,n,,
281.awsdns,n,,
648.awsdns,n,,
173.245.59.122,jake.ns.cloudflare.com,4msec,72
173.245.58.188,liv.ns.cloudflare.com,4msec,71
173.245.59.104,bob.ns.cloudflare.com,5msec,71
173.245.58.143,ruth.ns.cloudflare.com,5msec,72
14.215.155.156,f1g1ns1.dnspod.net,252msec,229
14.215.155.170,f1g1ns1.dnspod.net,209msec,229
180.163.19.15,f1g1ns1.dnspod.net,,
182.140.167.166,f1g1ns1.dnspod.net,,
14.215.150.17,f1g1ns1.dnspod.net,95msec,229
61.151.180.44,f1g1ns1.dnspod.net,,
58.247.212.36,f1g1ns1.dnspod.net,,
111.161.57.77,f1g1ns1.dnspod.net,234msec,229
14.215.155.203,f1g1ns2.dnspod.net,221msec,229
58.247.212.48,f1g1ns2.dnspod.net,236msec,229
58.247.212.119,f1g1ns2.dnspod.net,322msec,229
183.192.201.90,f1g1ns2.dnspod.net,,
182.140.167.188,f1g1ns2.dnspod.net,,
101.226.220.16,f1g1ns2.dnspod.net,,
61.129.8.159,f1g1ns2.dnspod.net,,
111.161.57.81,f1g1ns2.dnspod.net,243msec,229
106.11.211.64,dns8.hichina.com,355msec,201
106.11.211.54,dns8.hichina.com,345msec,201
106.11.141.124,dns8.hichina.com,359msec,201
106.11.141.114,dns8.hichina.com,241msec,201
140.205.41.24,dns8.hichina.com,282msec,201
140.205.41.14,dns8.hichina.com,230msec,201
140.205.81.24,dns8.hichina.com,341msec,201
140.205.81.14,dns8.hichina.com,351msec,201
106.11.211.63,dns7.hichina.com,275msec,201
106.11.211.53,dns7.hichina.com,310msec,201
106.11.141.123,dns7.hichina.com,325msec,201
106.11.141.113,dns7.hichina.com,,
140.205.41.23,dns7.hichina.com,251msec,201
